EAR_ID,EAR_HISTORY,STATE
1696257727.6559446,0.268426239825055#0.274336797515331#0.293527832316675#0.302867902650186#0.286090541916012#0.288752551922784#0.293890088845699#0.283793181204887#0.319026802295631#0.286821380319623#0.261298572335696#0.255742131182455#0.0907147693840906#0.11669104548085#0.241724340875546#0.289210917086964,abnormal
1696257729.6829445,0.267676024507685#0.272594323214841#0.26767641162615#0.258872605632389#0.284394452476779#0.273273163593302#0.270270432227803#0.271367565644449#0.290619503172508#0.269998239506008#0.287808114176883#0.292555406879189#0.287529247871361#0.277828422282978#0.270924442804395#0.270053458403643#0.281048707715248#0.267052880786437#0.285143911927846#0.250857773058746#0.276401206276999#0.118188677779354#0.0960967318084615#0.147811033386109#0.261032610857715#0.268168923122979#0.277774553024122,abnormal
1696257730.657935,0.29493900165877#0.276421275553515#0.282235500497824#0.300781315465671#0.26722989152198#0.261241806813756#0.263992397612768#0.275196082495142#0.157494031983761#0.16873447682265#0.179942516241008#0.156783216031892#0.294862740089327,abnormal
1696257731.3199322,0.285772292682406#0.2893940316613#0.28461592941982#0.270873000640786#0.27111598571999#0.24646610963597#0.143969789245637#0.15693313666916#0.281474970976933,abnormal
1696257733.7539494,0.282235500497824#0.291465621905373#0.315065029265776#0.303717949236348#0.293446220586263#0.283353770145965#0.284827459652585#0.298707698070563#0.289572794727442#0.253603644123326#0.279641293883988#0.291151871081318#0.287164085096608#0.253318581941958#0.259301520741351#0.288830987040584#0.292561058307214#0.268684342756897#0.27180749807392#0.28444879924929#0.298655357393129#0.311533781836527#0.271655727235545#0.289155112456252#0.287789607604516#0.267529909111351#0.295920519869191#0.10966175604635#0.120432942234742#0.260211253437079#0.282779121811968,abnormal
1696257737.7682505,0.274130614229123#0.292773349942605#0.29432940547481#0.239000725970832#0.240642944044113#0.274384744658389#0.278575797892368#0.281087520457839#0.319615459272282#0.271021554741892#0.282585937718441#0.27675494028107#0.269805792292237#0.264129673439139#0.291473124533779#0.28941774820263#0.285200250806218#0.29062630399832#0.28793596970922#0.275901490488189#0.280786593472842#0.267765877500294#0.277076604487209#0.295717971072332#0.257442483580218#0.280979206775896#0.286997705565359#0.274096180977315#0.253539280138221#0.300039350097186#0.290297109398806#0.278321752412227#0.262755770636306#0.267377126092977#0.270069982619418#0.285825274734303#0.286179276567902#0.23254160834662#0.258846128271138#0.24866713651285#0.236791821547675#0.116452137653086#0.238338875498204#0.248687658238494#0.259244570454486#0.248598721452147#0.249606288346557#0.267052880786437#0.26727755150831#0.276467793212948#0.272890396602447#0.271233448414573#0.246381263259243#0.280813664395262,abnormal
1696257740.5632718,0.269655716977061#0.258868188266332#0.278401257970794#0.26872769700908#0.268270711079675#0.263039622665836#0.259676813773289#0.281442409072148#0.244112835105781#0.293150505627754#0.270930174583093#0.257513115449882#0.260557938562955#0.25990211264732#0.25610706043597#0.253429026341623#0.258280316762642#0.288978154454876#0.166023022090394#0.118011834087803#0.0980377606027574#0.219153264536063#0.148629889066776#0.0996559258650134#0.147027822222661#0.258985776533189#0.261253911733388#0.272123168342263#0.24499337466518#0.261382726109166#0.254811269731086#0.241730950779313#0.258802855887385#0.2724739249375#0.255617849426378#0.284878255386991,abnormal
1696257741.1642551,0.268292452557068#0.271368154606268#0.254744746036527#0.0982311029989685#0.109495883585834#0.191243550899864#0.237675429939337#0.282554714725402,abnormal
1696257742.7585568,0.290185795976174#0.254612568927601#0.269765929194089#0.264399994973003#0.273134867800724#0.274985596379274#0.292180814430448#0.316286761612703#0.271479686323815#0.302259398822782#0.290601090440664#0.281483847521175#0.287387737630236#0.292613946894351#0.296181994752709#0.163879837307755#0.106374354793584#0.143165233701395#0.169624719380742#0.219037048627547#0.271061575439928#0.291661663311314,abnormal
1696257743.434568,0.270835947090747#0.309448609357203#0.270927374660255#0.286051914328722#0.259301520741351#0.154795367998177#0.26972817730886#0.263961776777978#0.281089630805392,abnormal
1696257744.620571,0.313698680258285#0.290945300460279#0.260028582991492#0.316738348003053#0.273867850165293#0.271837686829873#0.270009295848563#0.160256432501153#0.143226773122117#0.100795300140896#0.260063933697324#0.25955735748139#0.271701021592317#0.273134867800724#0.265865682286591#0.313946837307645,abnormal
1696257745.551556,0.268168923122979#0.283351780542848#0.281653310932875#0.282360173953115#0.258859500525916#0.279380687922067#0.276703207203622#0.275676056735556#0.117544242422358#0.102026878886864#0.237020226311246#0.283242128631561,abnormal
1696257747.1285572,0.287454900278452#0.286935732731786#0.296113120510735#0.292858023485783#0.279100825119503#0.265865682286591#0.291616490970511#0.288023367710317#0.257725018011598#0.281061639813858#0.308579023370834#0.273321551892168#0.276992877396016#0.277588770047658#0.272458133455991#0.260530384313718#0.0902913474007592#0.060346886039868#0.12102626143766#0.254394409753265#0.275774420401768#0.278321752412227,normal
1696257749.0957148,0.257907295775651#0.25147996639518#0.259438485120239#0.264448930880138#0.273939671436163#0.259991643142572#0.244519206566015#0.276498569747693#0.278321752412227#0.279565425827152#0.262410467317961#0.283335705357582#0.272353301758442#0.292586069521526#0.269339815589374#0.292064795652796#0.253133549278521#0.261086752843822#0.0804810961670913#0.128944428535938#0.200107067997954#0.238024478265337#0.249967807580217#0.254586278611435#0.278167991395036,abnormal
1696257754.0832891,0.232189509709074#0.240348564044964#0.259244570454486#0.260175117401236#0.24824721225305#0.251550966425909#0.26636790668948#0.275817037818988#0.266040771594017#0.259238340879036#0.265518168786101#0.275490798427409#0.268664417379164#0.26569250847927#0.260033171692229#0.250360027551325#0.242280362877985#0.217159230693012#0.199656151793956#0.271602772870464#0.289476042887915#0.283639494576294#0.261749153896775#0.275269375259309#0.269451259608848#0.280934461115788#0.248712085940282#0.246422246302342#0.248050051186567#0.244881627027669#0.234485250277357#0.254000113870663#0.251119600109615#0.241125015556886#0.251982216702863#0.242311314208958#0.285220832770683#0.270910514965775#0.278255182842234#0.247710110600188#0.267052880786437#0.256989969866432#0.253993980152168#0.255075731430911#0.258498701234766#0.274951741563374#0.258702553401282#0.0869794354180143#0.0730776991115302#0.212217738044376#0.232696253053931#0.241252989160733#0.25477394220331#0.270304740972067#0.258971394548889#0.266545076950028#0.260459311433782#0.274336983260158#0.25288701118426#0.291608666687878,normal
1696257756.114299,0.270486890409454#0.270323630485145#0.28110864650427#0.267642856975532#0.258872605632389#0.259746287555858#0.27164253884477#0.272711531399274#0.268329450423211#0.270486890409454#0.256848491631914#0.290009419321647#0.239997474917524#0.112240207875271#0.0793176273322491#0.114844318729632#0.222930896579469#0.25847584997406#0.265852368613259#0.256483650395667#0.265476176473694#0.240376533266992#0.265814826371626#0.284431215807767,normal
1696257757.3025548,0.287991268914188#0.260278605740254#0.257768450656365#0.234903732369483#0.268410994747629#0.258995626923782#0.252004090366447#0.254993246950574#0.253318581941958#0.260913005887653#0.163664500817706#0.171779700601826#0.22640163021498#0.245914921980049#0.272531290861385#0.279724587896745,abnormal
1696257757.8745637,0.267709242297056#0.284102693418603#0.101316239318267#0.108497855029437#0.234941418607326#0.266538015605434#0.272940373825677#0.277011777036002,abnormal
1696257758.9395556,0.0779508540514647#0.0991016735876444#0.120737700222299#0.167171047767511#0.20294329231543#0.25506059925375#0.270069982619418#0.272433568592931#0.268929045117858#0.276079542070861#0.240369445522968#0.274569805951367#0.272193077521053#0.276103550285971#0.278651052823387,normal
1696257761.689031,0.278959275475399#0.270883096257436#0.279512511075017#0.265603598817352#0.253218643699809#0.271812039006367#0.263413827076846#0.25616724195309#0.304383574058505#0.264399994973003#0.295215557899697#0.269256327691787#0.29144551096779#0.274306953076795#0.262755770636306#0.249777864089392#0.255617849426378#0.257566169781585#0.261606391425182#0.268967850767277#0.290909450624659#0.276220765339004#0.15259910691542#0.160256432501153#0.191376712308922#0.260197152500142#0.264564173269621#0.241946450299906#0.259493101835451#0.271602772870464#0.249463430024152#0.265209986374745#0.248746639934527#0.265124781044285#0.291877558714013,abnormal
1696257763.974657,0.257633448073136#0.284465071549385#0.268664417379164#0.272411189358784#0.262833035334757#0.258203684926611#0.271113015169264#0.259413596276883#0.254678954249125#0.259231594424215#0.259495814483834#0.249533730557024#0.246743871328128#0.250485801440138#0.2582865656797#0.224816733552143#0.167903491450738#0.132674940165185#0.182393863463282#0.178265483961719#0.100133385444522#0.110739013598199#0.236154898969165#0.239273403445021#0.260028582991492#0.267931253837562#0.272816882026828#0.270265710237273#0.263694245659917#0.282527401200906,abnormal
1696257764.514658,0.17683267090198#0.0683251934399899#0.0737221110637767#0.128660827245744#0.225273970591296#0.254163876438333#0.267119416662858#0.279057477466709,normal
1696257766.1996455,0.285996735623077#0.282989249320113#0.283745212733318#0.26736136674115#0.268354913871805#0.282336882925322#0.287183509475328#0.279238913498423#0.262364224455626#0.241050286822387#0.284067391662372#0.281567824503598#0.268959381602914#0.0896612486565294#0.112243213639705#0.269858129544763#0.223685011713568#0.264734461143179#0.219561265814839#0.250811993960353#0.229375918741748#0.262943718446502#0.256822031409215#0.243480979144135#0.281797264663423,abnormal
1696257774.5190673,0.248492668858541#0.252860650439755#0.248015404494467#0.237419865105637#0.263516653292718#0.278067001429235#0.269709344550167#0.261892701847609#0.292293027784353#0.285966540309137#0.258137299605087#0.269454331043715#0.279168688324136#0.274330754392631#0.262254098557705#0.269022561465229#0.227246889140836#0.256264999181754#0.270579416486637#0.249289066937166#0.262738428866636#0.272962140812659#0.275882568403666#0.256221626148553#0.254678954249125#0.242326747104248#0.261196853074275#0.239988933467521#0.236839089161193#0.273898845520334#0.233435785323826#0.0760800095971461#0.100277448918809#0.130285243539996#0.23137334704918#0.245557025237879#0.251828093607573#0.255461427810046#0.246892021723898#0.247504883260027#0.259493101835451#0.231547939004838#0.247626449226238#0.244589923157266#0.245238653306071#0.24835984921783#0.25936886945857#0.248610226558704#0.236150413882021#0.229661495411905#0.17639031822116#0.122172035531735#0.168550044610125#0.207563380642725#0.240642944044113#0.25323302292495#0.261682968734202#0.245675196220779#0.25721576872388#0.258708518208643#0.264080424119891#0.248595796787772#0.249497890971446#0.256048925959803#0.274579776741277#0.24534796928249#0.252643183731748#0.257194762193626#0.259903485677496#0.252539803321348#0.26798712697872#0.255035620030903#0.25026268486571#0.242850906897468#0.129760059881056#0.0820455771767395#0.156469689758287#0.211628095827893#0.24238779266452#0.242987794322587#0.263715020876045#0.272992850960816#0.238317678206537#0.261102276201928#0.241056882748745#0.233623909724081#0.229558061606054#0.235989080850854#0.244591522988097#0.252783414637807#0.219719891653181#0.234521071607588#0.239523950363593#0.268410994747629#0.252108016427598#0.247930513431725#0.217813986723694#0.234581918269424#0.257134783189753#0.24153935641085#0.253156782655697#0.0850236522084222#0.124058900136515#0.130655599217979#0.244659510486383#0.289925425453604,normal
1696257775.5250716,0.262474641888059#0.265171463074539#0.300799168139614#0.25651226065253#0.272654740246429#0.279482895246682#0.252231876615227#0.25574850604119#0.113421911136066#0.120423103462362#0.220934076501981#0.240729671765621#0.254940606883325#0.260968619261808#0.288668138305366,abnormal
1696257777.689016,0.279541887851494#0.298430891078209#0.281196547070348#0.286109488359225#0.290934844940832#0.261581380593836#0.269783484220118#0.304758738786604#0.293341835812871#0.284401664697167#0.304349981517826#0.274470803155264#0.271131797917668#0.284401664697167#0.260664503071695#0.274235759772615#0.301519601313125#0.282687403937321#0.292055358563147#0.267166628231185#0.272750806899535#0.0635104533576026#0.0843122249613717#0.224648279226045#0.244453164403816#0.276448902560851#0.290237353078239,normal
1696257779.421026,0.27840730050824#0.295991974085918#0.278181273987521#0.278042011276265#0.291370769677881#0.258332990284802#0.24440315899771#0.258704812152604#0.232517127040908#0.266494337013115#0.262523114907633#0.275764556473793#0.256943817271207#0.280182319288548#0.262328004549665#0.0830810818543423#0.0913022091607628#0.210564637264105#0.235668329901355#0.266193587208314#0.28326779257216,abnormal
1696257780.0970244,0.254817887014925#0.272268954327242#0.267953037860166#0.277075144300711#0.179608602746114#0.0919614668154576#0.249734055808996#0.278964712555753,abnormal
1696257781.117494,0.266124994488199#0.283612665521226#0.291027419061169#0.274014766011601#0.283848850443933#0.283469153820284#0.28271683772083#0.267115397222086#0.291201859112788#0.142663136803008#0.108986469702562#0.116426432327111#0.277570278054827,abnormal
1696257782.1875055,0.258770200159087#0.266984701442264#0.268321137335308#0.291453540648184#0.263075152302124#0.289788885153911#0.271887896602516#0.293345288856771#0.271809061013149#0.0787791404131208#0.206011430519502#0.220039291070781#0.258038932648264#0.27804504132415,normal
1696257782.9994931,0.275936443240751#0.270404952246714#0.27924163879025#0.267627697972637#0.232859748669073#0.109816620086801#0.23602867124315#0.217677226876291#0.262102735872795#0.301195803434995,abnormal
1696257785.6010933,0.293757378981715#0.302325692234186#0.289694542501733#0.30278303848287#0.308445442370788#0.103190302596819#0.133168896207132#0.0806129445566132#0.0947248695272919#0.0685372115294798#0.0666756227561279#0.077852502282534#0.156665216750918#0.154557418082351#0.203012166212962#0.254275734262866#0.242442627394616#0.241913618415793#0.259760556876062#0.216549551269358#0.122083043312319#0.129559620982745#0.109549512748533#0.104444293195902#0.124051365550163#0.101864538844926#0.0781050491764137#0.0709725018934929#0.0732376775567144#0.229198218272093#0.259676813773289#0.263190493943064#0.279890717438916,normal
1696257788.6726093,0.25841186826876#0.276683031608859#0.235979541316272#0.274341185316762#0.280782311978405#0.27595779375186#0.230707799270544#0.196605339866849#0.214466356775288#0.21696670114843#0.190687458279354#0.217297431524784#0.21563477719007#0.170325549900205#0.187545013742961#0.179439973689694#0.19004574610321#0.175946009734552#0.166174054931871#0.170102357952481#0.154485318426252#0.159682905081016#0.126384697600653#0.0678978656248462#0.0558020954989776#0.0716127368790729#0.0777570075262146#0.0912314437761626#0.0945959024806083#0.0692721749416234#0.0760869725082012#0.167228719582159#0.226974145885909#0.220711478954093#0.231258555153373#0.227514882408348#0.259772070199358#0.241944716712503#0.254321148913792#0.269823002018373#0.255051761321874#0.244110130078326#0.291326463029152,normal
1696257790.895929,0.266429772606503#0.275900879511664#0.274840194350933#0.287168243362371#0.2756302796304#0.284981821577166#0.259005416509512#0.275003267991921#0.268972182621435#0.294378204178599#0.270739921728689#0.286485965025053#0.287764651440567#0.292267197378638#0.268118127388573#0.266533263298598#0.277941402072674#0.132538410313106#0.143002584702485#0.236880413722366#0.249213793435038#0.225491172505263#0.255260086695805#0.250491249521813#0.255090178463138#0.272477891048169#0.261415168809653#0.283058250987744,abnormal
1696257791.9011152,0.282047834010433#0.272592308381113#0.260583377984173#0.288944580710166#0.278154699805358#0.0808187641324981#0.217221058226871#0.235283623084097#0.265648841853022#0.0859812194848796#0.104404536085885#0.24525320869571#0.30542596437772,abnormal
1696257793.3731155,0.314805855670246#0.29934172544383#0.291640078825249#0.300896724625521#0.308580421433185#0.306954486816315#0.311734170240548#0.289376817573242#0.282664594846557#0.123087022846848#0.0751086928665913#0.217197738091784#0.235328180570007#0.249223105899354#0.150594910361097#0.0698595990881473#0.245160743239276#0.261780351890136#0.282920834126006,normal
1696257796.6014714,0.260316149550929#0.269787355852804#0.259106769988823#0.276838858470494#0.242429345300464#0.266754166843924#0.260352769933411#0.283894653764585#0.252390034175297#0.141074308798814#0.134194805646569#0.212286263062774#0.0770135690741185#0.0915780866538377#0.228376483159773#0.248851809268445#0.244001010121659#0.233083513014289#0.241410920600961#0.235078324309374#0.220095636704842#0.213444015879851#0.167828252122475#0.161457386659748#0.0758951317608158#0.0736546925721613#0.187944232678413#0.207189600232261#0.258651108447529#0.242842998846613#0.229119907447767#0.244974175694039#0.243515743016384#0.062969843100114#0.0820446747495017#0.205741856923405#0.22252866534854#0.265146214195283#0.230339929142031#0.25434304307872#0.260232849430445#0.294663568815087,normal
1696257797.8784938,0.26462195233198#0.246116890316977#0.248488837878257#0.240049467053346#0.231259366019317#0.0823015528942188#0.101506309261808#0.115085896048305#0.0763921633791701#0.162155325791952#0.233416743790048#0.259746117068993#0.256162603707024#0.262706965255623#0.258167838953584#0.258068700977133#0.28226246146005,normal
1696257799.2154849,0.258117419598728#0.272323054795136#0.265061215383212#0.251635790378045#0.261676005383426#0.274898119682966#0.275659997960564#0.25736331710936#0.247012442532717#0.229343123708965#0.136543471574384#0.131710515130457#0.185548324938381#0.0759796017833096#0.106631368766586#0.235100777705276#0.220938184279332#0.281524155489289,normal
1696257809.956675,0.269101196823369#0.266087864766872#0.268185309783253#0.248856345358696#0.249214988865816#0.259998987302417#0.260723780798509#0.251870928838414#0.246932609056797#0.277232981731155#0.25893993775562#0.2384425719466#0.270782337613048#0.244931414022924#0.271960270337237#0.257068537875738#0.0914259716549282#0.0736521836730895#0.119727041834778#0.0925147748217856#0.0999179746826407#0.134362579810793#0.21949621406953#0.244597690943737#0.229666798274249#0.222387211501069#0.2464244625281#0.0610333220449628#0.0864984147650453#0.098489421527696#0.0956653418804509#0.117448850223148#0.135933644497761#0.203364541109934#0.229222140926927#0.242910333515724#0.258617914202235#0.240516865758797#0.252671122016669#0.0843774509034376#0.079680369346232#0.0807258131255235#0.0744387631524675#0.0820149945988688#0.139545223661719#0.111899276600173#0.0732379000669571#0.151137247166531#0.137397897233612#0.124747715441087#0.146184317631612#0.179102277118086#0.12857296818483#0.0990663842667552#0.169707711564823#0.209772473522296#0.211828466885396#0.188816770355365#0.0835142697365146#0.109896592795691#0.122520840524858#0.146803983713815#0.0830464802523242#0.078233292995118#0.139487346967189#0.208386612227684#0.219703161690627#0.2286268915985#0.21530670095218#0.230391968679269#0.209412277086718#0.233440157871817#0.239891807310198#0.238296983061355#0.242061192531704#0.250924770897763#0.234197058021471#0.240774254630345#0.221982920090736#0.232844283015068#0.237839837503166#0.229601348759512#0.23437247236979#0.244720015140572#0.238489523089024#0.220017466894354#0.256183854700217#0.236574799968465#0.208292205789502#0.0921276255911968#0.0941348870491101#0.23342790448458#0.236403170235484#0.246290577047445#0.223672655392255#0.235214620634934#0.223859866183963#0.200041782106331#0.254321148913792#0.211284069100734#0.22253486736118#0.228037809207478#0.21273403441939#0.226247188587944#0.221906573244121#0.088575269569749#0.0990009475874611#0.102513426060981#0.230773841054903#0.240329011724235#0.240396946435097#0.254112890975513#0.212691748602791#0.0735468625455295#0.0905811659073411#0.0796028445468247#0.0705244220336938#0.198333209367275#0.205068463978461#0.211953555443138#0.218513553746357#0.0799651527758294#0.128268058728411#0.137824622358167#0.173456855242401#0.15124836429454#0.12697565540893#0.065257648689962#0.143446828073147#0.248331321853827#0.252536554711027#0.259880154957941#0.266886233001529#0.266570302332847#0.282308390287714,normal
1696257812.1496735,0.2729922723972#0.272265346044781#0.269789680064723#0.287863356225478#0.283735008813866#0.272969755451437#0.251412614092005#0.26857236613922#0.257561035823859#0.260701475863408#0.292186121648262#0.273505809377175#0.294140824548617#0.290787394500853#0.282684278547064#0.288021675997019#0.0687038910112469#0.103262170899253#0.212677445071202#0.234199154584473#0.235435338806711#0.255502121340892#0.249082434517657#0.272459469590514#0.273189009786831#0.267903611870464#0.271627678883924#0.268799271003491#0.291177111414791,normal
1696257813.7886722,0.265737969145592#0.241692296183445#0.266851354945935#0.286281928425769#0.26115440396184#0.298894002130753#0.271602967552381#0.257612579843384#0.267308501894857#0.255590625072809#0.253395449877699#0.100752396885857#0.0831902924319855#0.0607565049051398#0.21936788708399#0.0753510285811342#0.107176095461028#0.242714348275832#0.276789037161034,normal
1696257816.5503318,0.276858095781773#0.268471228215903#0.276917674058829#0.247148413298658#0.201110063740436#0.130696833270574#0.0734492501960061#0.17182401543497#0.108618189021383#0.134686802824275#0.182745966817433#0.228196836553647#0.247737284004408#0.12275394828262#0.0736990917596103#0.0764354659772228#0.0801296425798655#0.0645631342815837#0.197070062764741#0.216240168403585#0.250350501253738#0.205760807063311#0.246169933031264#0.0575933196099681#0.0555917635435438#0.0688805512938125#0.209751241567314#0.203152183227912#0.0821667121175571#0.0650168536033062#0.110114014057395#0.219850922581167#0.238205795813867#0.253385331704684#0.276972653842343,normal
1696257817.9793322,0.27566490415602#0.285094811430909#0.265866465840873#0.274041953349906#0.266723973308231#0.192758928645477#0.0544266366421404#0.0828122112313985#0.128871261081997#0.111927411701524#0.158629844573015#0.221054994537073#0.238263342706788#0.167781211678231#0.0841603715216328#0.182812104339735#0.222571300740184#0.253118334410301#0.266571056428048#0.285873525891142,normal
1696257823.431002,0.285922125089997#0.25205951766065#0.27331158539924#0.280906115198071#0.289303688615098#0.296051830892288#0.263325213931618#0.270174832454634#0.275499019178777#0.232815744228255#0.145151262886725#0.233983966345169#0.0735050318250508#0.072839803154786#0.0618123884483063#0.0616187886890444#0.0691330913806359#0.208519305096629#0.095340645758713#0.066749818809153#0.124764780994599#0.12820413968381#0.159045570016356#0.186635788382288#0.0656491673229174#0.0561553980992797#0.225888007888503#0.237094134122852#0.228884055675141#0.252113592537705#0.237304172561164#0.246889205614564#0.243088422185931#0.251202223054645#0.254395312228975#0.227947529035812#0.233313715940929#0.251612763933036#0.250461320080194#0.238317598681794#0.0849362764314136#0.0963376090216911#0.0648725938023786#0.0752040520846156#0.108502965452052#0.220254225450644#0.213275620280682#0.22719031033831#0.249317729288601#0.223403150276286#0.207736594136247#0.246969582847344#0.141671934883602#0.0784597810310434#0.170693223661727#0.192811992714232#0.0843042709138856#0.136248872399491#0.215982940339093#0.254744819257903#0.250448052154774#0.258398175707197#0.249889665771045#0.255898000421651#0.252154320862653#0.269151116419901#0.239041895244786#0.262956589752722#0.279104193841057,normal
1696257826.614802,0.255763195288698#0.2519178302812#0.243872002672671#0.279170881259605#0.26733763442062#0.260967130557374#0.262757975089767#0.0666180176863718#0.0690248638457458#0.0699218006258421#0.18566926989108#0.192271793223072#0.224844120184635#0.251657082008929#0.221770633415881#0.219581055907583#0.233518415255553#0.242647707648625#0.210180921629901#0.242290611598247#0.244595235758247#0.233521127009542#0.250150221430488#0.267226133085735#0.241099434231218#0.255910449359221#0.114833960004324#0.0834618185430254#0.0950714072862663#0.168334784860557#0.0563278657683311#0.056638888422982#0.220959152617631#0.239152869509892#0.235283623084097#0.250788668168532#0.259352284833233#0.257120232798674#0.279434172776647,normal
1696257827.9518187,0.26289569112194#0.260072489711821#0.260067242746429#0.175502051896175#0.0806656643135883#0.0520089220580197#0.0694717479047573#0.101062840725468#0.0593153360924427#0.0849624875924942#0.0766911877585974#0.25804635700019#0.252126953935705#0.242470427900866#0.244144119008482#0.289359954444354,normal
1696257830.1778092,0.253462975851315#0.246250476353963#0.232345089471487#0.231188804963412#0.23786652959662#0.250870974643312#0.237880986543629#0.2519190847637#0.247038336656574#0.233630501078026#0.106009661077613#0.0730812574274662#0.137112720808663#0.054264211247164#0.0834618185430254#0.128946029586577#0.164051244877239#0.232636360386763#0.252829573167337#0.236133778236982#0.251243215794891#0.24282416715624#0.224762831775294#0.211517043433405#0.25804635700019#0.253402627080088#0.242265261072776#0.235779623666384#0.253086217456138#0.299613315895267,normal
1696257832.1468098,0.303862271985656#0.272993671159943#0.27692774813944#0.253287726256723#0.256785174980129#0.288507377176933#0.298624623372736#0.291827998069927#0.306770371287452#0.289833016279243#0.296725420819978#0.265214707802855#0.271109221441752#0.265360511852803#0.255203839314422#0.269185485139852#0.268983646477666#0.275924353825601#0.283617505765672#0.12764860471567#0.0870767936039357#0.196617033390954#0.235467355396007#0.275978188904587#0.27742789272117,abnormal
1696257835.4498076,0.275972300127469#0.254516183701367#0.287617936817534#0.28956725349035#0.296717688776469#0.259838599230107#0.294390972231886#0.294429692325952#0.285154136003511#0.294967178746581#0.26706085805376#0.282145725325954#0.29569061003649#0.284893025700339#0.277111899386312#0.298065047345818#0.284166686945897#0.274267703365301#0.279936044950346#0.286344002797462#0.299618217005107#0.288507377176933#0.289198518384706#0.297979948952709#0.300575347415442#0.267912705736874#0.279279518795595#0.298382104286011#0.282819189821174#0.278923463087802#0.277957023761519#0.286457066175683#0.289338967415309#0.293742035105389#0.303486799426671#0.283076508107945#0.284049369674466#0.0866299213511592#0.087165499424775#0.0938796366317858#0.286127729298159,abnormal
1696257836.7888098,0.295260101428783#0.32389880348817#0.321839299943911#0.304908055099461#0.265560642433876#0.239710740173242#0.25785382795274#0.288951824223779#0.254742657779912#0.260803055331707#0.224260622001764#0.135824197863027#0.223777288650261#0.237543838533184#0.269055810796071#0.27406545369117#0.302234465154894,abnormal
1696257840.3017974,0.281090286628174#0.283722446682958#0.273730851361594#0.300656337445845#0.288820602965807#0.298435236335856#0.272052374299303#0.278524170279015#0.264232469858896#0.282365390558938#0.275443699193088#0.254733653725925#0.28838285169764#0.267446065396953#0.26567297866292#0.285482508996039#0.242651010947894#0.251318205050468#0.263943719289917#0.264390173048023#0.246143162201505#0.279257584598059#0.269952485276763#0.227369689689698#0.233814260617984#0.281236978888034#0.272008965010574#0.0909818526256706#0.198055427061408#0.208722719728314#0.238901373491874#0.21829224666267#0.246621391778466#0.241633999374124#0.269639063654038#0.269565879823674#0.237650662835539#0.244076071756065#0.226394574733027#0.255780011384212#0.242870401903048#0.264413459197641#0.248292452674023#0.279157023539354,abnormal
1696257843.019093,0.26589648845833#0.265682762989856#0.260734628444339#0.261421074726879#0.286304272280946#0.241470635643884#0.274277490862266#0.268007148740518#0.300071588347317#0.271768365533539#0.27277145511325#0.259912598902801#0.280706204438239#0.266394645302192#0.293308350542997#0.273356354927379#0.287532192262411#0.30069970528836#0.267160541158016#0.291108654105041#0.280807134609317#0.277729776826518#0.280534458811179#0.26410230628805#0.26315167704121#0.286941322353578#0.298774647908681#0.273143833665924#0.290461368926405#0.155252727072707#0.170163488689257#0.24561758506727#0.284397825724571,abnormal
1696257846.2660613,0.269991992157195#0.277902553277801#0.244152108438181#0.251813200079443#0.259535318777647#0.249122972378672#0.259702455149824#0.260302686651706#0.28890474262861#0.277780513697318#0.276632067581478#0.267568369051578#0.286186577144765#0.264515162941336#0.249865596726255#0.266553842636521#0.250541245508886#0.29744959845701#0.261218451276506#0.264223994127085#0.262097849443906#0.264395177992059#0.261230572607977#0.271301088284653#0.261432014454145#0.259557825000334#0.254164018055258#0.241705265827409#0.271317225630609#0.260953223081417#0.269948081939857#0.0782939590295454#0.100152691503876#0.230248289260144#0.210998496131601#0.25766428236769#0.266899399466891#0.249613826987487#0.260890317600985#0.267568369051578#0.268212104114501#0.277582149380915,normal
1696257847.617058,0.261230572607977#0.265324827176572#0.302677496655446#0.302998456471083#0.27988637074586#0.29571523821227#0.268333730679215#0.283645640975752#0.284836741844719#0.295131936271829#0.080933341534629#0.116818890211433#0.146669092532598#0.201775376382253#0.24304734211425#0.260793803398885#0.30554274367912,abnormal
1696257850.402074,0.27767313952324#0.275422326681575#0.285737748773233#0.277960019003844#0.287504055763626#0.300876992934723#0.284059636302076#0.272692603357731#0.303076341286815#0.289950866452876#0.28823889791535#0.269349626617022#0.247131871647271#0.280742668892217#0.294620029570116#0.302998456471083#0.292396063679082#0.287571564990759#0.29678852826061#0.273969791086293#0.282793527944791#0.254968610447958#0.284285393502042#0.293018071584839#0.280159366951776#0.288539853810979#0.105858643990246#0.242978145649622#0.250179605419252#0.251272088465467#0.270064882786581#0.247721484900809#0.293865539510228,abnormal
1696257852.9422157,0.268896464089263#0.258499310105443#0.290877287682782#0.257164369299435#0.284268651365356#0.268132588164382#0.27766964493727#0.263974226313436#0.276012748090541#0.272738188178409#0.278737216156989#0.228983192675912#0.239164728909034#0.247511003022323#0.241558857098002#0.243822015065529#0.248181368763993#0.247858001077372#0.237794404711925#0.256574927757503#0.221490744883044#0.229027647713984#0.258798486423968#0.24231618182672#0.263172244258203#0.274401874989066#0.262995608117112#0.269576900207903#0.118700686053186#0.0829784479217002#0.248018891274971#0.270224788055937#0.28062498005064,abnormal
