EAR_ID,EAR_HISTORY,STATE
1696254099.080567,0.280413395605309#0.265064982918744#0.279434567849877#0.284137290518399#0.268425806634971#0.122047681131043#0.110751832417429#0.228394581166032#0.267267867382856#0.288108557031867,abnormal
1696254101.0185723,0.259186475309919#0.242622117752083#0.272154673035906#0.296042326376826#0.280846134972813#0.272202044511637#0.263776818875623#0.291447710338465#0.294616461792223#0.268998386677072#0.273753100894698#0.292610300927836#0.28943471879669#0.264583954382281#0.299262612532847#0.25389709787012#0.310106381221221#0.279631935792092#0.300705478356965#0.101892861035846#0.118327064588108#0.259181370703184#0.273974120145516#0.291889380942004,abnormal
1696254103.6480563,0.290720443526973#0.298613854585285#0.278612355983465#0.279202316991489#0.289908451054567#0.302923128273685#0.294988342833056#0.284572475462724#0.282312879981653#0.276819140359776#0.283736921352498#0.283542325086416#0.302325117573937#0.299023231279667#0.262892004840755#0.272005772445065#0.296335129646741#0.296580690265222#0.290695833637284#0.309117247327884#0.280302189322604#0.291202013716648#0.308719347527452#0.279535287024887#0.28480670980431#0.30046429922661#0.222015959147607#0.12889362504164#0.214306424182011#0.261816659255548#0.306266775109312,abnormal
1696254104.8463721,0.333723781800885#0.303274739202992#0.300141138208604#0.299174215207425#0.312861829894562#0.305687843646788#0.309080834390121#0.275700813402798#0.293461954891785#0.264557861578541#0.143543634997773#0.134485120072699#0.216945823273002#0.203255182498195#0.268369638054543#0.293750731596085,abnormal
1696254106.8123615,0.286333496015964#0.279067514495902#0.312845753045494#0.291198226412517#0.316183762532494#0.297536719201647#0.271076354770179#0.331024233316257#0.296141461248915#0.297246275037068#0.296141461248915#0.303581427265511#0.312771064771901#0.300809618706019#0.305294843981889#0.345448726194684#0.290452457013602#0.308005875828979#0.302600063367415#0.274369671217823#0.27354999720695#0.268258199927959#0.240313668208386#0.101811204558446#0.153510038447211#0.278842117061364,abnormal
1696254108.8673615,0.288817859926424#0.290750833108675#0.306291970676357#0.279067514495902#0.307117580513216#0.319891906159086#0.320362642243402#0.285202650965264#0.308975690426031#0.316263136390608#0.318353212150281#0.312918725835628#0.318502063318685#0.302127286598616#0.290054404707422#0.315056438882709#0.287873056242951#0.308291653843169#0.296041813335294#0.295906082538681#0.29218728630082#0.321246229618264#0.268354098234898#0.290218440139164#0.107667554359363#0.105729319617315#0.276347684528262#0.292026045564788,abnormal
1696254113.8833876,0.308922463796593#0.321920670577944#0.2897159644592#0.31154848922446#0.317336106374376#0.28690399755624#0.29585636502908#0.300514581018661#0.286011575104347#0.306023830402331#0.307028436016849#0.320398522799134#0.313832476564574#0.302514943890145#0.294092781766984#0.316288863879529#0.29367865957917#0.304489602529108#0.339221795361375#0.299259685408799#0.286061238290191#0.288368069205972#0.302183110599942#0.30006799438163#0.344197713217145#0.324191776994688#0.293790045888266#0.304593859377264#0.319490423735142#0.321011043656131#0.298177588379194#0.320081814881537#0.303671776026738#0.315049460169043#0.299123919372647#0.297140176827758#0.305502069558678#0.312033082037166#0.290877423903673#0.323192534692649#0.311544569189546#0.311628210991159#0.331416176963782#0.299174215207425#0.283996894642628#0.316368706489197#0.324772558497738#0.280698194191058#0.315347168774482#0.194044987466086#0.137655557654066#0.26697299453218#0.253580922864872#0.265263767449554#0.273933324371359#0.258623407585447#0.097425065133501#0.215635558023167#0.181536329032592#0.194133289844372#0.231612102322848#0.252896385751434#0.277482979148538,abnormal
1696254118.9047499,0.255156271551937#0.250984335917271#0.28504598694445#0.261754792990062#0.26062178165212#0.261328123095588#0.24173267955342#0.260913005887653#0.24092587618974#0.266700472366674#0.266268789021955#0.262335491327048#0.262471782186067#0.263278200051763#0.290116634755557#0.262439435548475#0.253912589908184#0.253545202528637#0.278965882456742#0.28088842585245#0.264322138182193#0.303785190881582#0.283633012280616#0.282194805920204#0.287483412823603#0.305912406046772#0.267295763386186#0.316484922929671#0.31054076405099#0.29002378085935#0.304442289859121#0.31181543814067#0.318242195859133#0.292423145523853#0.295552940142466#0.308471406005348#0.296609965554715#0.277812953744934#0.309031985695736#0.300453879884864#0.299892532706783#0.281091154839726#0.289022550247623#0.312143397484093#0.273666791105661#0.287484411322333#0.279904329646388#0.271653682775693#0.298044980612789#0.297999858327254#0.296609965554715#0.309767021449098#0.311221737340913#0.307796440941876#0.321577902191391#0.297127283212958#0.290525353443526#0.314158269527385#0.301758136497248#0.320205644518696#0.30975967484514#0.282900029916047#0.166266467621296#0.239960863939281#0.301281552762481,abnormal
1696254121.474763,0.28809293483655#0.297274350636722#0.285929499814887#0.30188200524172#0.303365327604077#0.318667479541473#0.316815091984498#0.305027344135547#0.312230139634092#0.315589594992746#0.3196725879581#0.337989848434416#0.294108090387708#0.299745866579192#0.289433378559396#0.308051698634166#0.281527377286064#0.317891957939195#0.283894653764585#0.288418087295819#0.280502852347666#0.301845437729439#0.29183165620558#0.301710651920567#0.298562843631548#0.297609335977627#0.280740339039458#0.300680460022529#0.0941236760003134#0.0794414751586949#0.281743565415649,normal
1696254123.6807637,0.297580941890689#0.300564690915632#0.307576960563569#0.305051627813341#0.314721431327894#0.304613858465434#0.308833643776537#0.327687030602154#0.313197811949777#0.325171161329#0.305152661158354#0.30492826696024#0.294172137586636#0.291605176299404#0.328050077179278#0.28028732995419#0.282278720243057#0.314106728020172#0.289725949980164#0.301296082669054#0.307817589920365#0.297732244799417#0.328193577737647#0.318679402442506#0.263245563210848#0.162992408210102#0.242286370960796#0.265603047060353#0.280607380450913,abnormal
1696254125.079749,0.286843517082043#0.289022340542287#0.295528428115993#0.288447051792073#0.291894602139658#0.294092132685879#0.308159458869006#0.295482701332964#0.314813415432294#0.298337272473729#0.308124684645538#0.306248268283897#0.0926639013256268#0.140654352270741#0.263980663552325#0.270344911566499#0.256991369632598#0.304201346864542,abnormal
1696254126.5677414,0.293956342579215#0.299377113063379#0.276645319171079#0.30531666247383#0.273505777490307#0.282201025226286#0.297669656242785#0.287363311874215#0.286291899478486#0.291060114136588#0.26506227773469#0.279166953653665#0.294571100882431#0.273529838772351#0.309078042100941#0.0638476520424691#0.130255930470749#0.111036360099291#0.280108498358338,normal
1696254128.143741,0.30026735067029#0.309346105693#0.291545602117631#0.308279725681881#0.288714864067661#0.283526156182968#0.294080309782607#0.27675095777748#0.286707988459136#0.267730107216475#0.28917570768436#0.276896485805892#0.289692157273#0.279777141572213#0.268265958291624#0.278224322842904#0.204726421787746#0.076676093047401#0.082439910869248#0.199592213512943#0.236735374058068#0.277300037636073,normal
1696254132.4867477,0.271311070001234#0.255768370023576#0.269818857658139#0.297997749771526#0.298226178970166#0.297999096282069#0.269018135898898#0.294346831748031#0.290082823429046#0.290082823429046#0.262952655749822#0.264231678181209#0.267562646222838#0.246607487147706#0.286172809352443#0.289617344385326#0.256960928356245#0.278500703749496#0.278100879951209#0.298685189093403#0.282952828954502#0.260583288779282#0.284755792443465#0.268362336563225#0.278809673611486#0.284752208635748#0.281164123052996#0.291747390143511#0.290111273373011#0.274912615109836#0.314454137694342#0.294035094339613#0.294454321536437#0.28153775122185#0.245284004350913#0.225217570232729#0.183997222172715#0.210945952336625#0.266455033797328#0.255572098453136#0.254356104840912#0.245641655849528#0.27184770957254#0.257084810966409#0.277719475970952#0.258823504695286#0.134686082320824#0.125830926261546#0.173275681767111#0.183762427293783#0.268099634376303#0.260468338765506#0.268305100799603#0.23534329249803#0.307118972614546,abnormal
1696254136.708749,0.297347820471628#0.26957703500196#0.284259532320493#0.237141677043737#0.261311035007873#0.26248894927202#0.248937032809387#0.172366911103547#0.114697744505451#0.182541289788064#0.188899006720892#0.219199922505403#0.228129200344198#0.179554942048303#0.124112860106173#0.0998093614560097#0.210964399118576#0.214487722489934#0.224437974709762#0.260639531535555#0.242746427910815#0.259043026795889#0.269993452703488#0.234726839136672#0.268851769310221#0.265235240797513#0.267876915907585#0.246621574893625#0.231144090411197#0.255989731749419#0.224566190848719#0.236104108198523#0.23863364064487#0.236718606000103#0.223801795348781#0.0848872540055508#0.0919614431354729#0.146105657752306#0.204437166620924#0.181886394170266#0.249167017472661#0.245607669272252#0.237001495558383#0.212665444596993#0.229442392289739#0.218518596077016#0.249461724193136#0.23712443200505#0.245671738862356#0.229995543309411#0.253896718006031#0.275770868573294#0.283531285952201,abnormal
1696254139.1167483,0.276683601900219#0.254114105362249#0.278235367962505#0.273903440428418#0.262667743083327#0.278672040041235#0.265372397296907#0.313597679794517#0.299175973047833#0.292567437541678#0.295819506304413#0.300382666447608#0.261692157892694#0.168242760916875#0.217764348041525#0.214495554434495#0.275367750485877#0.21924465090793#0.248003395400143#0.241308565928306#0.255508553329335#0.253446107501566#0.270796582369069#0.236150312285349#0.272587266662206#0.245093848707873#0.242929424234681#0.260020724443646#0.27608719046059#0.261844174644149#0.282138804968851,abnormal
1696254141.006764,0.264185785784703#0.246084834324011#0.266048264638937#0.298959829257554#0.2905134095666#0.283995012159894#0.235859917652957#0.115106048711725#0.190169203418291#0.19579302465068#0.267627854176484#0.258368958667964#0.231593263167106#0.263756660947519#0.223775839211512#0.147593490247828#0.145696989307812#0.204794102486597#0.244119788802532#0.253822841565508#0.269983792803173#0.239577085542794#0.248253507587825#0.253756196999659#0.289653405099675,abnormal
1696254151.7613466,0.267118092497564#0.25791546532466#0.270551828893437#0.257305683572908#0.258811320457846#0.265563899921062#0.269390796652638#0.270749835872791#0.268680642265117#0.295616662320681#0.263329506309955#0.255649350512713#0.242006934196393#0.259928264674054#0.244132557714443#0.231656133027686#0.234308100877713#0.253837925225038#0.226638980309857#0.242761072291744#0.23379471823685#0.278686898810422#0.269390974248588#0.228870893589871#0.25420729739968#0.22322152638141#0.255512651798844#0.248413013403072#0.262435356478492#0.257080912186311#0.215139379064135#0.272140368873591#0.223679992332952#0.261535258713063#0.299306613631916#0.259516205073686#0.27912317390706#0.270544493146562#0.302374489507351#0.302391103033245#0.303048191778357#0.273179163019987#0.291598774929188#0.253054334013119#0.259826973924388#0.258198401907049#0.2796559093287#0.227800511489295#0.217243706876353#0.255557811697398#0.275140737993383#0.237691154819629#0.295264340050519#0.228815354515292#0.20117979799189#0.23328762061085#0.273577109377287#0.224192521160434#0.199856741931553#0.115205130184403#0.116533873926824#0.0914840290288868#0.20772843322459#0.228023025292378#0.251367136682049#0.242775964628821#0.222851617182226#0.272705906288811#0.245268687282264#0.241575319488503#0.240689646480905#0.251283649948626#0.240806953469587#0.236538937392034#0.227725862474822#0.241593322635894#0.190265086020829#0.228481610018794#0.222663647660067#0.234197058021471#0.226535010692975#0.232857872002644#0.196434543832622#0.207636730354612#0.2065822114561#0.228173554775597#0.215360034930379#0.215315355951136#0.211372013886946#0.255484321362877#0.245978420538821#0.230409122343557#0.240893257747515#0.251419435652593#0.200874046117609#0.189159536751791#0.192769342065954#0.243091654515668#0.167525788635801#0.198090566549968#0.183035869769891#0.165525612763413#0.209904124959287#0.218741629371643#0.222400878174515#0.162565244306096#0.178550068034414#0.141176367741855#0.135697806877432#0.0973622053554412#0.171678722567076#0.185874404015154#0.139984681830261#0.150708260216039#0.128033759417847#0.167534373403169#0.110200526883442#0.141907169592963#0.145791131347773#0.127525745279815#0.136719536802921#0.151559048163557#0.135158666249996#0.155774765118381#0.163419336475978#0.153767278575059#0.151100723887842#0.173707392224769#0.162063337951691#0.166781065046424#0.253620000534261#0.226742738115138#0.206850700921394#0.22598171172572#0.232880590976488#0.264033865830161#0.277760638536486,abnormal
1696254157.543344,0.262633068782119#0.258896821018917#0.278819883671409#0.237169258598202#0.262284946331213#0.28230835879703#0.251975279639867#0.282435182634859#0.253648035642579#0.253968109905096#0.273131512638498#0.250651104573049#0.248900879094204#0.240718725222594#0.244760053132363#0.260039451395416#0.267454242026596#0.280146615467494#0.258132375078726#0.267690549646459#0.260316149550929#0.291625659265347#0.288331615717291#0.271452832218963#0.262362079063919#0.284500744592592#0.277276483332119#0.290128679547772#0.299542404154478#0.299482896543728#0.272686167018991#0.272094901131542#0.303125030801711#0.294472060809711#0.275765915939652#0.284170813844764#0.286841920182817#0.301818543610494#0.283258775365819#0.284328594450371#0.316755785868071#0.292128238819155#0.296658627756769#0.28282623366868#0.264358850868507#0.280075155013604#0.26973453657483#0.293399022747871#0.291536567700138#0.305841799107671#0.283258775365819#0.289149473178209#0.276672313545155#0.268570141345997#0.281041553904037#0.295816644818177#0.304201346864542#0.286649574044154#0.301163071450863#0.292131943986118#0.274709851387963#0.289779442184732#0.291264922456223#0.285527586498356#0.266822521483536#0.27088343577521#0.276790951775964#0.278330483753525#0.285490880857771#0.27584611909857#0.250758603515413#0.0724387592301547#0.0819968570582438#0.123880277146045#0.256382407409064#0.274675541740566#0.281868770193723,normal
