id,count,sequence_id,date,start_date,end_date
9552,0,20231011072x,2023-10-11,07:25:18,07:25:18
9553,0,20231011072x,2023-10-11,07:25:19,07:25:19
9554,0,20231011072x,2023-10-11,07:25:20,07:25:20
9555,0,20231011072x,2023-10-11,07:25:21,07:25:21
9556,1,20231011072x,2023-10-11,07:25:22,07:25:22
9557,1,20231011072x,2023-10-11,07:25:23,07:25:23
9558,1,20231011072x,2023-10-11,07:25:24,07:25:24
9559,0,20231011072x,2023-10-11,07:25:25,07:25:25
9560,0,20231011072x,2023-10-11,07:25:26,07:25:26
9561,0,20231011072x,2023-10-11,07:25:27,07:25:27
9562,0,20231011072x,2023-10-11,07:25:28,07:25:28
9563,0,20231011072x,2023-10-11,07:25:29,07:25:29
9564,0,20231011072x,2023-10-11,07:25:30,07:25:30
9565,0,20231011072x,2023-10-11,07:25:31,07:25:31
9566,1,20231011072x,2023-10-11,07:25:32,07:25:32
9567,0,20231011072x,2023-10-11,07:25:33,07:25:33
9568,0,20231011072x,2023-10-11,07:25:34,07:25:34
9569,0,20231011072x,2023-10-11,07:25:35,07:25:35
9570,0,20231011072x,2023-10-11,07:25:36,07:25:36
9571,0,20231011072x,2023-10-11,07:25:37,07:25:37
9572,1,20231011072x,2023-10-11,07:25:38,07:25:38
9573,0,20231011072x,2023-10-11,07:25:39,07:25:39
9574,0,20231011072x,2023-10-11,07:25:40,07:25:40
9575,0,20231011072x,2023-10-11,07:25:41,07:25:41
9576,0,20231011072x,2023-10-11,07:25:42,07:25:42
9577,0,20231011072x,2023-10-11,07:25:43,07:25:43
9578,0,20231011072x,2023-10-11,07:25:44,07:25:44
9579,0,20231011072x,2023-10-11,07:25:45,07:25:45
9580,0,20231011072x,2023-10-11,07:25:46,07:25:46
9581,0,20231011072x,2023-10-11,07:25:47,07:25:47
9582,0,20231011072x,2023-10-11,07:25:48,07:25:48
9583,0,20231011072x,2023-10-11,07:25:49,07:25:49
9584,0,20231011072x,2023-10-11,07:25:50,07:25:50
9585,0,20231011072x,2023-10-11,07:25:51,07:25:51
9586,0,20231011072x,2023-10-11,07:25:52,07:25:52
9587,0,20231011072x,2023-10-11,07:25:53,07:25:53
9588,0,20231011072x,2023-10-11,07:25:54,07:25:54
9589,0,20231011072x,2023-10-11,07:25:55,07:25:55
9590,0,20231011072x,2023-10-11,07:25:56,07:25:56
9591,0,20231011072x,2023-10-11,07:25:57,07:25:57
9592,0,20231011072x,2023-10-11,07:25:58,07:25:58
9593,0,20231011072x,2023-10-11,07:25:59,07:25:59
9594,0,20231011072x,2023-10-11,07:26:00,07:26:00
9595,0,20231011072x,2023-10-11,07:26:01,07:26:01
9596,0,20231011072x,2023-10-11,07:26:02,07:26:02
9597,0,20231011072x,2023-10-11,07:26:03,07:26:03
9598,0,20231011072x,2023-10-11,07:26:04,07:26:04
9599,0,20231011072x,2023-10-11,07:26:05,07:26:05
9600,0,20231011072x,2023-10-11,07:26:06,07:26:06
9601,1,20231011072x,2023-10-11,07:26:07,07:26:07
9602,0,20231011072x,2023-10-11,07:26:08,07:26:08
9603,0,20231011072x,2023-10-11,07:26:09,07:26:09
9604,0,20231011072x,2023-10-11,07:26:10,07:26:10
9605,1,20231011072x,2023-10-11,07:26:11,07:26:11
9606,0,20231011072x,2023-10-11,07:26:12,07:26:12
9607,0,20231011072x,2023-10-11,07:26:13,07:26:13
9608,0,20231011072x,2023-10-11,07:26:14,07:26:14
9609,0,20231011072x,2023-10-11,07:26:15,07:26:15
9610,0,20231011072x,2023-10-11,07:26:16,07:26:16
9611,0,20231011072x,2023-10-11,07:26:17,07:26:17
9612,0,20231011072x,2023-10-11,07:26:18,07:26:18
9613,0,20231011072x,2023-10-11,07:26:20,07:26:20
9614,0,20231011072x,2023-10-11,07:26:21,07:26:21
9615,0,20231011072x,2023-10-11,07:26:22,07:26:22
9616,1,20231011072x,2023-10-11,07:26:23,07:26:23
9617,0,20231011072x,2023-10-11,07:26:24,07:26:24
9618,0,20231011072x,2023-10-11,07:26:25,07:26:25
9619,0,20231011072x,2023-10-11,07:26:26,07:26:26
9620,0,20231011072x,2023-10-11,07:26:27,07:26:27
9621,0,20231011072x,2023-10-11,07:26:28,07:26:28
9622,0,20231011072x,2023-10-11,07:26:29,07:26:29
9623,0,20231011072x,2023-10-11,07:26:30,07:26:30
9624,0,20231011072x,2023-10-11,07:26:31,07:26:31
9625,1,20231011072x,2023-10-11,07:26:32,07:26:32
9626,0,20231011072x,2023-10-11,07:26:33,07:26:33
9627,1,20231011072x,2023-10-11,07:26:34,07:26:34
9628,0,20231011072x,2023-10-11,07:26:35,07:26:35
9629,0,20231011072x,2023-10-11,07:26:36,07:26:36
9630,0,20231011072x,2023-10-11,07:26:37,07:26:37
9631,0,20231011072x,2023-10-11,07:26:38,07:26:38
9632,0,20231011072x,2023-10-11,07:26:39,07:26:39
9633,0,20231011072x,2023-10-11,07:26:40,07:26:40
9634,0,20231011072x,2023-10-11,07:26:41,07:26:41
9635,0,20231011072x,2023-10-11,07:26:42,07:26:42
9636,0,20231011072x,2023-10-11,07:26:43,07:26:43
9637,0,20231011072x,2023-10-11,07:26:44,07:26:44
9638,0,20231011072x,2023-10-11,07:26:45,07:26:45
9639,0,20231011072x,2023-10-11,07:26:46,07:26:46
9640,0,20231011072x,2023-10-11,07:26:47,07:26:47
9641,1,20231011072x,2023-10-11,07:26:48,07:26:48
9642,0,20231011072x,2023-10-11,07:26:49,07:26:49
9643,1,20231011072x,2023-10-11,07:26:50,07:26:50
9644,0,20231011072x,2023-10-11,07:26:51,07:26:51
9645,0,20231011072x,2023-10-11,07:26:52,07:26:52
9646,1,20231011072x,2023-10-11,07:26:53,07:26:53
9647,0,20231011072x,2023-10-11,07:26:54,07:26:54
9648,0,20231011072x,2023-10-11,07:26:55,07:26:55
9649,0,20231011072x,2023-10-11,07:26:56,07:26:56
9650,0,20231011072x,2023-10-11,07:26:57,07:26:57
9651,0,20231011072x,2023-10-11,07:26:58,07:26:58
9652,0,20231011072x,2023-10-11,07:26:59,07:26:59
9653,0,20231011072x,2023-10-11,07:27:00,07:27:00
9654,0,20231011072x,2023-10-11,07:27:01,07:27:01
9655,0,20231011072x,2023-10-11,07:27:02,07:27:02
9656,1,20231011072x,2023-10-11,07:27:03,07:27:03
9657,0,20231011072x,2023-10-11,07:27:04,07:27:04
9658,0,20231011072x,2023-10-11,07:27:05,07:27:05
9659,0,20231011072x,2023-10-11,07:27:06,07:27:06
9660,0,20231011072x,2023-10-11,07:27:07,07:27:07
9661,0,20231011072x,2023-10-11,07:27:08,07:27:08
9662,0,20231011072x,2023-10-11,07:27:09,07:27:09
9663,0,20231011072x,2023-10-11,07:27:10,07:27:10
9664,1,20231011072x,2023-10-11,07:27:11,07:27:11
9665,0,20231011072x,2023-10-11,07:27:12,07:27:12
9666,0,20231011072x,2023-10-11,07:27:13,07:27:13
9667,0,20231011072x,2023-10-11,07:27:14,07:27:14
9668,0,20231011072x,2023-10-11,07:27:15,07:27:15
9669,0,20231011072x,2023-10-11,07:27:16,07:27:16
9670,0,20231011072x,2023-10-11,07:27:17,07:27:17
9671,1,20231011072x,2023-10-11,07:27:18,07:27:18
9672,0,20231011072x,2023-10-11,07:27:19,07:27:19
9673,0,20231011072x,2023-10-11,07:27:20,07:27:20
9674,0,20231011072x,2023-10-11,07:27:21,07:27:21
9675,0,20231011072x,2023-10-11,07:27:22,07:27:22
9676,0,20231011072x,2023-10-11,07:27:23,07:27:23
9677,0,20231011072x,2023-10-11,07:27:24,07:27:24
9678,0,20231011072x,2023-10-11,07:27:25,07:27:25
9679,0,20231011072x,2023-10-11,07:27:26,07:27:26
9680,1,20231011072x,2023-10-11,07:27:27,07:27:27
9681,0,20231011072x,2023-10-11,07:27:28,07:27:28
9682,0,20231011072x,2023-10-11,07:27:29,07:27:29
9683,0,20231011072x,2023-10-11,07:27:30,07:27:30
9684,0,20231011072x,2023-10-11,07:27:31,07:27:31
9685,0,20231011072x,2023-10-11,07:27:32,07:27:32
9686,0,20231011072x,2023-10-11,07:27:33,07:27:33
9687,0,20231011072x,2023-10-11,07:27:34,07:27:34
9688,0,20231011072x,2023-10-11,07:27:35,07:27:35
9689,0,20231011072x,2023-10-11,07:27:36,07:27:36
9690,0,20231011072x,2023-10-11,07:27:37,07:27:37
9691,0,20231011072x,2023-10-11,07:27:38,07:27:38
9692,0,20231011072x,2023-10-11,07:27:39,07:27:39
9693,0,20231011072x,2023-10-11,07:27:40,07:27:40
9694,0,20231011072x,2023-10-11,07:27:42,07:27:42
9695,0,20231011072x,2023-10-11,07:27:43,07:27:43
9696,0,20231011072x,2023-10-11,07:27:44,07:27:44
9697,0,20231011072x,2023-10-11,07:27:45,07:27:45
9698,0,20231011072x,2023-10-11,07:27:46,07:27:46
9699,1,20231011072x,2023-10-11,07:27:47,07:27:47
9700,0,20231011072x,2023-10-11,07:27:48,07:27:48
9701,0,20231011072x,2023-10-11,07:27:49,07:27:49
9702,0,20231011072x,2023-10-11,07:27:50,07:27:50
9703,0,20231011072x,2023-10-11,07:27:51,07:27:51
9704,0,20231011072x,2023-10-11,07:27:52,07:27:52
9705,0,20231011072x,2023-10-11,07:27:53,07:27:53
9706,0,20231011072x,2023-10-11,07:27:54,07:27:54
9707,0,20231011072x,2023-10-11,07:27:55,07:27:55
9708,0,20231011072x,2023-10-11,07:27:56,07:27:56
9709,0,20231011072x,2023-10-11,07:27:57,07:27:57
9710,0,20231011072x,2023-10-11,07:27:58,07:27:58
9711,0,20231011072x,2023-10-11,07:27:59,07:27:59
9712,0,20231011072x,2023-10-11,07:28:00,07:28:00
9713,2,20231011072x,2023-10-11,07:28:01,07:28:01
9714,0,20231011072x,2023-10-11,07:28:02,07:28:02
9715,0,20231011072x,2023-10-11,07:28:03,07:28:03
9716,0,20231011072x,2023-10-11,07:28:04,07:28:04
9717,0,20231011072x,2023-10-11,07:28:05,07:28:05
9718,0,20231011072x,2023-10-11,07:28:06,07:28:06
9719,0,20231011072x,2023-10-11,07:28:07,07:28:07
9720,0,20231011072x,2023-10-11,07:28:08,07:28:08
9721,0,20231011072x,2023-10-11,07:28:09,07:28:09
9722,0,20231011072x,2023-10-11,07:28:10,07:28:10
9723,0,20231011072x,2023-10-11,07:28:11,07:28:11
9724,0,20231011072x,2023-10-11,07:28:12,07:28:12
9725,0,20231011072x,2023-10-11,07:28:13,07:28:13
9726,0,20231011072x,2023-10-11,07:28:14,07:28:14
9727,0,20231011072x,2023-10-11,07:28:15,07:28:15
9728,0,20231011072x,2023-10-11,07:28:16,07:28:16
9729,0,20231011072x,2023-10-11,07:28:17,07:28:17
9730,0,20231011072x,2023-10-11,07:28:18,07:28:18
9731,0,20231011072x,2023-10-11,07:28:19,07:28:19
9732,0,20231011072x,2023-10-11,07:28:20,07:28:20
9733,0,20231011072x,2023-10-11,07:28:21,07:28:21
9734,0,20231011072x,2023-10-11,07:28:22,07:28:22
9735,0,20231011072x,2023-10-11,07:28:23,07:28:23
9736,0,20231011072x,2023-10-11,07:28:24,07:28:24
9737,0,20231011072x,2023-10-11,07:28:25,07:28:25
9738,0,20231011072x,2023-10-11,07:28:26,07:28:26
9739,0,20231011072x,2023-10-11,07:28:27,07:28:27
9740,1,20231011072x,2023-10-11,07:28:28,07:28:28
9741,0,20231011072x,2023-10-11,07:28:29,07:28:29
9742,0,20231011072x,2023-10-11,07:28:30,07:28:30
9743,0,20231011072x,2023-10-11,07:28:31,07:28:31
9744,0,20231011072x,2023-10-11,07:28:32,07:28:32
9745,0,20231011072x,2023-10-11,07:28:33,07:28:33
9746,0,20231011072x,2023-10-11,07:28:34,07:28:34
9747,0,20231011072x,2023-10-11,07:28:35,07:28:35
9748,0,20231011072x,2023-10-11,07:28:36,07:28:36
9749,0,20231011072x,2023-10-11,07:28:37,07:28:37
9750,0,20231011072x,2023-10-11,07:28:38,07:28:38
9751,0,20231011072x,2023-10-11,07:28:39,07:28:39
9752,0,20231011072x,2023-10-11,07:28:40,07:28:40
9753,0,20231011072x,2023-10-11,07:28:41,07:28:41
9754,0,20231011072x,2023-10-11,07:28:42,07:28:42
9755,0,20231011072x,2023-10-11,07:28:43,07:28:43
9756,0,20231011072x,2023-10-11,07:28:44,07:28:44
9757,0,20231011072x,2023-10-11,07:28:45,07:28:45
9758,1,20231011072x,2023-10-11,07:28:46,07:28:46
9759,0,20231011072x,2023-10-11,07:28:47,07:28:47
9760,0,20231011072x,2023-10-11,07:28:48,07:28:48
9761,0,20231011072x,2023-10-11,07:28:49,07:28:49
9762,0,20231011072x,2023-10-11,07:28:50,07:28:50
9763,0,20231011072x,2023-10-11,07:28:51,07:28:51
9764,0,20231011072x,2023-10-11,07:28:52,07:28:52
9765,0,20231011072x,2023-10-11,07:28:53,07:28:53
9766,0,20231011072x,2023-10-11,07:28:54,07:28:54
9767,0,20231011072x,2023-10-11,07:28:55,07:28:55
9768,0,20231011072x,2023-10-11,07:28:56,07:28:56
9769,0,20231011072x,2023-10-11,07:28:57,07:28:57
9770,0,20231011072x,2023-10-11,07:28:58,07:28:58
9771,0,20231011072x,2023-10-11,07:28:59,07:28:59
9772,1,20231011072x,2023-10-11,07:29:00,07:29:00
9773,0,20231011072x,2023-10-11,07:29:01,07:29:01
9774,0,20231011072x,2023-10-11,07:29:02,07:29:02
9775,0,20231011072x,2023-10-11,07:29:03,07:29:03
9776,0,20231011072x,2023-10-11,07:29:04,07:29:04
9777,0,20231011072x,2023-10-11,07:29:05,07:29:05
9778,0,20231011072x,2023-10-11,07:29:06,07:29:06
9779,1,20231011072x,2023-10-11,07:29:07,07:29:07
9780,0,20231011072x,2023-10-11,07:29:08,07:29:08
9781,0,20231011072x,2023-10-11,07:29:09,07:29:09
9782,0,20231011072x,2023-10-11,07:29:10,07:29:10
9783,1,20231011072x,2023-10-11,07:29:12,07:29:12
9784,0,20231011072x,2023-10-11,07:29:13,07:29:13
9785,0,20231011072x,2023-10-11,07:29:14,07:29:14
9786,0,20231011072x,2023-10-11,07:29:15,07:29:15
9787,0,20231011072x,2023-10-11,07:29:16,07:29:16
9788,0,20231011072x,2023-10-11,07:29:17,07:29:17
9789,0,20231011072x,2023-10-11,07:29:18,07:29:18
9790,0,20231011072x,2023-10-11,07:29:19,07:29:19
9791,0,20231011072x,2023-10-11,07:29:20,07:29:20
9792,0,20231011072x,2023-10-11,07:29:21,07:29:21
9793,0,20231011072x,2023-10-11,07:29:22,07:29:22
9794,0,20231011072x,2023-10-11,07:29:23,07:29:23
9795,0,20231011072x,2023-10-11,07:29:24,07:29:24
9796,0,20231011072x,2023-10-11,07:29:25,07:29:25
9797,0,20231011072x,2023-10-11,07:29:26,07:29:26
9798,0,20231011072x,2023-10-11,07:29:27,07:29:27
9799,0,20231011072x,2023-10-11,07:29:28,07:29:28
9800,1,20231011072x,2023-10-11,07:29:29,07:29:29
9801,0,20231011072x,2023-10-11,07:29:30,07:29:30
9802,0,20231011072x,2023-10-11,07:29:31,07:29:31
9803,0,20231011072x,2023-10-11,07:29:32,07:29:32
9804,0,20231011072x,2023-10-11,07:29:33,07:29:33
9805,0,20231011072x,2023-10-11,07:29:34,07:29:34
9806,0,20231011072x,2023-10-11,07:29:35,07:29:35
9807,0,20231011072x,2023-10-11,07:29:36,07:29:36
9808,0,20231011072x,2023-10-11,07:29:37,07:29:37
9809,0,20231011072x,2023-10-11,07:29:38,07:29:38
9810,0,20231011072x,2023-10-11,07:29:39,07:29:39
9811,0,20231011072x,2023-10-11,07:29:40,07:29:40
9812,0,20231011072x,2023-10-11,07:29:41,07:29:41
9813,1,20231011072x,2023-10-11,07:29:42,07:29:42
9814,0,20231011072x,2023-10-11,07:29:43,07:29:43
9815,0,20231011072x,2023-10-11,07:29:44,07:29:44
9816,0,20231011072x,2023-10-11,07:29:45,07:29:45
9817,0,20231011072x,2023-10-11,07:29:46,07:29:46
9818,0,20231011072x,2023-10-11,07:29:47,07:29:47
9819,0,20231011072x,2023-10-11,07:29:48,07:29:48
9820,0,20231011072x,2023-10-11,07:29:49,07:29:49
9821,0,20231011072x,2023-10-11,07:29:50,07:29:50
9822,0,20231011072x,2023-10-11,07:29:51,07:29:51
9823,1,20231011072x,2023-10-11,07:29:52,07:29:52
9824,0,20231011072x,2023-10-11,07:29:53,07:29:53
9825,0,20231011072x,2023-10-11,07:29:54,07:29:54
9826,0,20231011072x,2023-10-11,07:29:55,07:29:55
9827,0,20231011072x,2023-10-11,07:29:56,07:29:56
9828,0,20231011072x,2023-10-11,07:29:57,07:29:57
9829,0,20231011072x,2023-10-11,07:29:58,07:29:58
9830,0,20231011072x,2023-10-11,07:29:59,07:29:59
9831,0,20231011073x,2023-10-11,07:30:00,07:30:00
9832,1,20231011073x,2023-10-11,07:30:01,07:30:01
9833,0,20231011073x,2023-10-11,07:30:02,07:30:02
9834,0,20231011073x,2023-10-11,07:30:03,07:30:03
9835,0,20231011073x,2023-10-11,07:30:04,07:30:04
9836,0,20231011073x,2023-10-11,07:30:05,07:30:05
9837,0,20231011073x,2023-10-11,07:30:06,07:30:06
9838,0,20231011073x,2023-10-11,07:30:07,07:30:07
9839,0,20231011073x,2023-10-11,07:30:08,07:30:08
9840,0,20231011073x,2023-10-11,07:30:09,07:30:09
9841,0,20231011073x,2023-10-11,07:30:10,07:30:10
9842,0,20231011073x,2023-10-11,07:30:11,07:30:11
9843,0,20231011073x,2023-10-11,07:30:12,07:30:12
9844,0,20231011073x,2023-10-11,07:30:13,07:30:13
9845,0,20231011073x,2023-10-11,07:30:14,07:30:14
9846,0,20231011073x,2023-10-11,07:30:15,07:30:15
9847,1,20231011073x,2023-10-11,07:30:16,07:30:16
9848,0,20231011073x,2023-10-11,07:30:17,07:30:17
9849,0,20231011073x,2023-10-11,07:30:18,07:30:18
9850,0,20231011073x,2023-10-11,07:30:19,07:30:19
9851,0,20231011073x,2023-10-11,07:30:20,07:30:20
9852,0,20231011073x,2023-10-11,07:30:21,07:30:21
9853,0,20231011073x,2023-10-11,07:30:22,07:30:22
9854,0,20231011073x,2023-10-11,07:30:23,07:30:23
9855,0,20231011073x,2023-10-11,07:30:24,07:30:24
9856,0,20231011073x,2023-10-11,07:30:25,07:30:25
9857,0,20231011073x,2023-10-11,07:30:26,07:30:26
9858,0,20231011073x,2023-10-11,07:30:27,07:30:27
9859,0,20231011073x,2023-10-11,07:30:28,07:30:28
9860,0,20231011073x,2023-10-11,07:30:29,07:30:29
9861,1,20231011073x,2023-10-11,07:30:30,07:30:30
9862,0,20231011073x,2023-10-11,07:30:31,07:30:31
9863,0,20231011073x,2023-10-11,07:30:32,07:30:32
9864,0,20231011073x,2023-10-11,07:30:33,07:30:33
9865,0,20231011073x,2023-10-11,07:30:34,07:30:34
9866,0,20231011073x,2023-10-11,07:30:35,07:30:35
9867,0,20231011073x,2023-10-11,07:30:36,07:30:36
9868,0,20231011073x,2023-10-11,07:30:37,07:30:37
9869,0,20231011073x,2023-10-11,07:30:38,07:30:38
9870,0,20231011073x,2023-10-11,07:30:39,07:30:39
9871,0,20231011073x,2023-10-11,07:30:40,07:30:40
9872,0,20231011073x,2023-10-11,07:30:42,07:30:42
9873,0,20231011073x,2023-10-11,07:30:43,07:30:43
9874,0,20231011073x,2023-10-11,07:30:44,07:30:44
9875,0,20231011073x,2023-10-11,07:30:45,07:30:45
9876,0,20231011073x,2023-10-11,07:30:46,07:30:46
9877,0,20231011073x,2023-10-11,07:30:47,07:30:47
9878,0,20231011073x,2023-10-11,07:30:48,07:30:48
9879,0,20231011073x,2023-10-11,07:30:49,07:30:49
9880,1,20231011073x,2023-10-11,07:30:50,07:30:50
9881,1,20231011073x,2023-10-11,07:30:51,07:30:51
9882,1,20231011073x,2023-10-11,07:30:52,07:30:52
9883,0,20231011073x,2023-10-11,07:30:53,07:30:53
9884,0,20231011073x,2023-10-11,07:30:54,07:30:54
9885,0,20231011073x,2023-10-11,07:30:55,07:30:55
9886,0,20231011073x,2023-10-11,07:30:56,07:30:56
9887,0,20231011073x,2023-10-11,07:30:57,07:30:57
9888,0,20231011073x,2023-10-11,07:30:58,07:30:58
9889,0,20231011073x,2023-10-11,07:30:59,07:30:59
9890,0,20231011073x,2023-10-11,07:31:00,07:31:00
9891,0,20231011073x,2023-10-11,07:31:01,07:31:01
9892,0,20231011073x,2023-10-11,07:31:02,07:31:02
9893,0,20231011073x,2023-10-11,07:31:03,07:31:03
9894,0,20231011073x,2023-10-11,07:31:04,07:31:04
9895,0,20231011073x,2023-10-11,07:31:05,07:31:05
9896,0,20231011073x,2023-10-11,07:31:06,07:31:06
9897,0,20231011073x,2023-10-11,07:31:07,07:31:07
9898,0,20231011073x,2023-10-11,07:31:08,07:31:08
9899,0,20231011073x,2023-10-11,07:31:09,07:31:09
9900,0,20231011073x,2023-10-11,07:31:10,07:31:10
9901,0,20231011073x,2023-10-11,07:31:11,07:31:11
9902,0,20231011073x,2023-10-11,07:31:12,07:31:12
9903,0,20231011073x,2023-10-11,07:31:13,07:31:13
9904,0,20231011073x,2023-10-11,07:31:14,07:31:14
9905,0,20231011073x,2023-10-11,07:31:15,07:31:15
9906,0,20231011073x,2023-10-11,07:31:16,07:31:16
9907,0,20231011073x,2023-10-11,07:31:17,07:31:17
9908,0,20231011073x,2023-10-11,07:31:18,07:31:18
9909,0,20231011073x,2023-10-11,07:31:19,07:31:19
9910,0,20231011073x,2023-10-11,07:31:20,07:31:20
9911,0,20231011073x,2023-10-11,07:31:21,07:31:21
9912,0,20231011073x,2023-10-11,07:31:22,07:31:22
9913,0,20231011073x,2023-10-11,07:31:23,07:31:23
9914,0,20231011073x,2023-10-11,07:31:24,07:31:24
9915,0,20231011073x,2023-10-11,07:31:25,07:31:25
9916,0,20231011073x,2023-10-11,07:31:26,07:31:26
9917,0,20231011073x,2023-10-11,07:31:27,07:31:27
9918,0,20231011073x,2023-10-11,07:31:28,07:31:28
9919,0,20231011073x,2023-10-11,07:31:29,07:31:29
9920,0,20231011073x,2023-10-11,07:31:30,07:31:30
9921,0,20231011073x,2023-10-11,07:31:31,07:31:31
9922,0,20231011073x,2023-10-11,07:31:32,07:31:32
9923,0,20231011073x,2023-10-11,07:31:33,07:31:33
9924,0,20231011073x,2023-10-11,07:31:34,07:31:34
9925,0,20231011073x,2023-10-11,07:31:35,07:31:35
9926,0,20231011073x,2023-10-11,07:31:36,07:31:36
9927,0,20231011073x,2023-10-11,07:31:37,07:31:37
9928,0,20231011073x,2023-10-11,07:31:38,07:31:38
9929,0,20231011073x,2023-10-11,07:31:39,07:31:39
9930,0,20231011073x,2023-10-11,07:31:40,07:31:40
9931,0,20231011073x,2023-10-11,07:31:41,07:31:41
9932,0,20231011073x,2023-10-11,07:31:42,07:31:42
9933,0,20231011073x,2023-10-11,07:31:43,07:31:43
9934,0,20231011073x,2023-10-11,07:31:44,07:31:44
9935,0,20231011073x,2023-10-11,07:31:45,07:31:45
9936,0,20231011073x,2023-10-11,07:31:46,07:31:46
9937,0,20231011073x,2023-10-11,07:31:47,07:31:47
9938,0,20231011073x,2023-10-11,07:31:48,07:31:48
9939,0,20231011073x,2023-10-11,07:31:49,07:31:49
9940,0,20231011073x,2023-10-11,07:31:50,07:31:50
9941,0,20231011073x,2023-10-11,07:31:51,07:31:51
9942,0,20231011073x,2023-10-11,07:31:52,07:31:52
9943,0,20231011073x,2023-10-11,07:31:53,07:31:53
9944,0,20231011073x,2023-10-11,07:31:54,07:31:54
9945,1,20231011073x,2023-10-11,07:31:55,07:31:55
9946,0,20231011073x,2023-10-11,07:31:56,07:31:56
9947,0,20231011073x,2023-10-11,07:31:57,07:31:57
9948,0,20231011073x,2023-10-11,07:31:58,07:31:58
9949,0,20231011073x,2023-10-11,07:31:59,07:31:59
9950,0,20231011073x,2023-10-11,07:32:00,07:32:00
9951,0,20231011073x,2023-10-11,07:32:01,07:32:01
9952,0,20231011073x,2023-10-11,07:32:02,07:32:02
9953,1,20231011073x,2023-10-11,07:32:03,07:32:03
9954,0,20231011073x,2023-10-11,07:32:04,07:32:04
9955,0,20231011073x,2023-10-11,07:32:05,07:32:05
9956,0,20231011073x,2023-10-11,07:32:06,07:32:06
9957,0,20231011073x,2023-10-11,07:32:07,07:32:07
9958,0,20231011073x,2023-10-11,07:32:08,07:32:08
9959,0,20231011073x,2023-10-11,07:32:09,07:32:09
9960,0,20231011073x,2023-10-11,07:32:11,07:32:11
9961,0,20231011073x,2023-10-11,07:32:12,07:32:12
9962,0,20231011073x,2023-10-11,07:32:13,07:32:13
9963,0,20231011073x,2023-10-11,07:32:14,07:32:14
9964,0,20231011073x,2023-10-11,07:32:15,07:32:15
9965,0,20231011073x,2023-10-11,07:32:16,07:32:16
9966,0,20231011073x,2023-10-11,07:32:17,07:32:17
9967,0,20231011073x,2023-10-11,07:32:18,07:32:18
9968,0,20231011073x,2023-10-11,07:32:19,07:32:19
9969,0,20231011073x,2023-10-11,07:32:20,07:32:20
9970,0,20231011073x,2023-10-11,07:32:21,07:32:21
9971,0,20231011073x,2023-10-11,07:32:22,07:32:22
9972,0,20231011073x,2023-10-11,07:32:23,07:32:23
9973,0,20231011073x,2023-10-11,07:32:24,07:32:24
9974,0,20231011073x,2023-10-11,07:32:25,07:32:25
9975,0,20231011073x,2023-10-11,07:32:26,07:32:26
9976,0,20231011073x,2023-10-11,07:32:27,07:32:27
9977,0,20231011073x,2023-10-11,07:32:28,07:32:28
9978,1,20231011073x,2023-10-11,07:32:29,07:32:29
9979,1,20231011073x,2023-10-11,07:32:30,07:32:30
9980,0,20231011073x,2023-10-11,07:32:31,07:32:31
9981,0,20231011073x,2023-10-11,07:32:32,07:32:32
9982,0,20231011073x,2023-10-11,07:32:33,07:32:33
9983,1,20231011073x,2023-10-11,07:32:34,07:32:34
9984,0,20231011073x,2023-10-11,07:32:35,07:32:35
9985,0,20231011073x,2023-10-11,07:32:36,07:32:36
9986,0,20231011073x,2023-10-11,07:32:37,07:32:37
9987,0,20231011073x,2023-10-11,07:32:38,07:32:38
9988,0,20231011073x,2023-10-11,07:32:39,07:32:39
9989,0,20231011073x,2023-10-11,07:32:40,07:32:40
9990,0,20231011073x,2023-10-11,07:32:41,07:32:41
9991,0,20231011073x,2023-10-11,07:32:42,07:32:42
9992,0,20231011073x,2023-10-11,07:32:43,07:32:43
9993,0,20231011073x,2023-10-11,07:32:44,07:32:44
9994,0,20231011073x,2023-10-11,07:32:45,07:32:45
9995,1,20231011073x,2023-10-11,07:32:46,07:32:46
9996,0,20231011073x,2023-10-11,07:32:47,07:32:47
9997,0,20231011073x,2023-10-11,07:32:48,07:32:48
9998,0,20231011073x,2023-10-11,07:32:49,07:32:49
9999,0,20231011073x,2023-10-11,07:32:50,07:32:50
10000,1,20231011073x,2023-10-11,07:32:51,07:32:51
10001,0,20231011073x,2023-10-11,07:32:52,07:32:52
10002,0,20231011073x,2023-10-11,07:32:53,07:32:53
10003,0,20231011073x,2023-10-11,07:32:54,07:32:54
10004,0,20231011073x,2023-10-11,07:32:55,07:32:55
10005,0,20231011073x,2023-10-11,07:32:56,07:32:56
10006,1,20231011073x,2023-10-11,07:32:57,07:32:57
10007,0,20231011073x,2023-10-11,07:32:58,07:32:58
10008,0,20231011073x,2023-10-11,07:32:59,07:32:59
10009,0,20231011073x,2023-10-11,07:33:00,07:33:00
10010,0,20231011073x,2023-10-11,07:33:01,07:33:01
10011,0,20231011073x,2023-10-11,07:33:02,07:33:02
10012,0,20231011073x,2023-10-11,07:33:03,07:33:03
10013,0,20231011073x,2023-10-11,07:33:04,07:33:04
10014,1,20231011073x,2023-10-11,07:33:05,07:33:05
10015,0,20231011073x,2023-10-11,07:33:06,07:33:06
10016,0,20231011073x,2023-10-11,07:33:07,07:33:07
10017,0,20231011073x,2023-10-11,07:33:08,07:33:08
