id,count,sequence_id,date,start_date,end_date
1681,0,20231011051x,2023-10-11,05:12:24,05:12:24
1682,0,20231011051x,2023-10-11,05:12:25,05:12:25
1683,0,20231011051x,2023-10-11,05:12:26,05:12:26
1684,0,20231011051x,2023-10-11,05:12:27,05:12:27
1685,1,20231011051x,2023-10-11,05:12:28,05:12:28
1686,0,20231011051x,2023-10-11,05:12:29,05:12:29
1687,0,20231011051x,2023-10-11,05:12:30,05:12:30
1688,0,20231011051x,2023-10-11,05:12:31,05:12:31
1689,0,20231011051x,2023-10-11,05:12:32,05:12:32
1690,0,20231011051x,2023-10-11,05:12:33,05:12:33
1691,2,20231011051x,2023-10-11,05:12:34,05:12:34
1692,0,20231011051x,2023-10-11,05:12:35,05:12:35
1693,0,20231011051x,2023-10-11,05:12:36,05:12:36
1694,0,20231011051x,2023-10-11,05:12:37,05:12:37
1695,1,20231011051x,2023-10-11,05:12:38,05:12:38
1696,0,20231011051x,2023-10-11,05:12:39,05:12:39
1697,0,20231011051x,2023-10-11,05:12:40,05:12:40
1698,0,20231011051x,2023-10-11,05:12:41,05:12:41
1699,1,20231011051x,2023-10-11,05:12:42,05:12:42
1700,0,20231011051x,2023-10-11,05:12:43,05:12:43
1701,0,20231011051x,2023-10-11,05:12:44,05:12:44
1702,0,20231011051x,2023-10-11,05:12:45,05:12:45
1703,0,20231011051x,2023-10-11,05:12:46,05:12:46
1704,0,20231011051x,2023-10-11,05:12:47,05:12:47
1705,0,20231011051x,2023-10-11,05:12:48,05:12:48
1706,0,20231011051x,2023-10-11,05:12:49,05:12:49
1707,0,20231011051x,2023-10-11,05:12:50,05:12:50
1708,0,20231011051x,2023-10-11,05:12:51,05:12:51
1709,0,20231011051x,2023-10-11,05:12:52,05:12:52
1710,0,20231011051x,2023-10-11,05:12:53,05:12:53
1711,0,20231011051x,2023-10-11,05:12:54,05:12:54
1712,0,20231011051x,2023-10-11,05:12:55,05:12:55
1713,0,20231011051x,2023-10-11,05:12:56,05:12:56
1714,1,20231011051x,2023-10-11,05:12:57,05:12:57
1715,0,20231011051x,2023-10-11,05:12:58,05:12:58
1716,0,20231011051x,2023-10-11,05:12:59,05:12:59
1717,0,20231011051x,2023-10-11,05:13:00,05:13:00
1718,0,20231011051x,2023-10-11,05:13:01,05:13:01
1719,0,20231011051x,2023-10-11,05:13:02,05:13:02
1720,0,20231011051x,2023-10-11,05:13:03,05:13:03
1721,0,20231011051x,2023-10-11,05:13:04,05:13:04
1722,0,20231011051x,2023-10-11,05:13:05,05:13:05
1723,1,20231011051x,2023-10-11,05:13:06,05:13:06
1724,0,20231011051x,2023-10-11,05:13:07,05:13:07
1725,1,20231011051x,2023-10-11,05:13:08,05:13:08
1726,0,20231011051x,2023-10-11,05:13:09,05:13:09
1727,0,20231011051x,2023-10-11,05:13:10,05:13:10
1728,0,20231011051x,2023-10-11,05:13:11,05:13:11
1729,0,20231011051x,2023-10-11,05:13:12,05:13:12
1730,0,20231011051x,2023-10-11,05:13:13,05:13:13
1731,0,20231011051x,2023-10-11,05:13:14,05:13:14
1732,0,20231011051x,2023-10-11,05:13:15,05:13:15
1733,3,20231011051x,2023-10-11,05:13:16,05:13:16
1734,0,20231011051x,2023-10-11,05:13:17,05:13:17
1735,0,20231011051x,2023-10-11,05:13:18,05:13:18
1736,0,20231011051x,2023-10-11,05:13:19,05:13:19
1737,0,20231011051x,2023-10-11,05:13:20,05:13:20
1738,0,20231011051x,2023-10-11,05:13:21,05:13:21
1739,1,20231011051x,2023-10-11,05:13:22,05:13:22
1740,0,20231011051x,2023-10-11,05:13:24,05:13:24
1741,0,20231011051x,2023-10-11,05:13:25,05:13:25
1742,0,20231011051x,2023-10-11,05:13:26,05:13:26
1743,1,20231011051x,2023-10-11,05:13:27,05:13:27
1744,1,20231011051x,2023-10-11,05:13:28,05:13:28
1745,0,20231011051x,2023-10-11,05:13:29,05:13:29
1746,0,20231011051x,2023-10-11,05:13:30,05:13:30
1747,0,20231011051x,2023-10-11,05:13:31,05:13:31
1748,0,20231011051x,2023-10-11,05:13:32,05:13:32
1749,1,20231011051x,2023-10-11,05:13:33,05:13:33
1750,0,20231011051x,2023-10-11,05:13:34,05:13:34
1751,0,20231011051x,2023-10-11,05:13:35,05:13:35
1752,0,20231011051x,2023-10-11,05:13:36,05:13:36
1753,0,20231011051x,2023-10-11,05:13:37,05:13:37
1754,0,20231011051x,2023-10-11,05:13:38,05:13:38
1755,1,20231011051x,2023-10-11,05:13:39,05:13:39
1756,1,20231011051x,2023-10-11,05:13:40,05:13:40
1757,0,20231011051x,2023-10-11,05:13:41,05:13:41
1758,0,20231011051x,2023-10-11,05:13:42,05:13:42
1759,0,20231011051x,2023-10-11,05:13:43,05:13:43
1760,1,20231011051x,2023-10-11,05:13:44,05:13:44
1761,0,20231011051x,2023-10-11,05:13:45,05:13:45
1762,0,20231011051x,2023-10-11,05:13:46,05:13:46
1763,0,20231011051x,2023-10-11,05:13:47,05:13:47
1764,0,20231011051x,2023-10-11,05:13:48,05:13:48
1765,0,20231011051x,2023-10-11,05:13:49,05:13:49
1766,0,20231011051x,2023-10-11,05:13:50,05:13:50
1767,0,20231011051x,2023-10-11,05:13:51,05:13:51
1768,0,20231011051x,2023-10-11,05:13:52,05:13:52
1769,0,20231011051x,2023-10-11,05:13:53,05:13:53
1770,0,20231011051x,2023-10-11,05:13:54,05:13:54
1771,1,20231011051x,2023-10-11,05:13:55,05:13:55
1772,0,20231011051x,2023-10-11,05:13:56,05:13:56
1773,0,20231011051x,2023-10-11,05:13:57,05:13:57
1774,0,20231011051x,2023-10-11,05:13:58,05:13:58
1775,0,20231011051x,2023-10-11,05:13:59,05:13:59
1776,0,20231011051x,2023-10-11,05:14:00,05:14:00
1777,1,20231011051x,2023-10-11,05:14:01,05:14:01
1778,0,20231011051x,2023-10-11,05:14:02,05:14:02
1779,0,20231011051x,2023-10-11,05:14:03,05:14:03
1780,0,20231011051x,2023-10-11,05:14:04,05:14:04
1781,1,20231011051x,2023-10-11,05:14:05,05:14:05
1782,0,20231011051x,2023-10-11,05:14:06,05:14:06
1783,0,20231011051x,2023-10-11,05:14:07,05:14:07
1784,0,20231011051x,2023-10-11,05:14:08,05:14:08
1785,0,20231011051x,2023-10-11,05:14:09,05:14:09
1786,0,20231011051x,2023-10-11,05:14:10,05:14:10
1787,0,20231011051x,2023-10-11,05:14:11,05:14:11
1788,0,20231011051x,2023-10-11,05:14:12,05:14:12
1789,0,20231011051x,2023-10-11,05:14:13,05:14:13
1790,0,20231011051x,2023-10-11,05:14:14,05:14:14
1791,0,20231011051x,2023-10-11,05:14:15,05:14:15
1792,0,20231011051x,2023-10-11,05:14:16,05:14:16
1793,0,20231011051x,2023-10-11,05:14:17,05:14:17
1794,1,20231011051x,2023-10-11,05:14:18,05:14:18
1795,0,20231011051x,2023-10-11,05:14:19,05:14:19
1796,0,20231011051x,2023-10-11,05:14:20,05:14:20
1797,0,20231011051x,2023-10-11,05:14:21,05:14:21
1798,1,20231011051x,2023-10-11,05:14:22,05:14:22
1799,0,20231011051x,2023-10-11,05:14:23,05:14:23
1800,0,20231011051x,2023-10-11,05:14:24,05:14:24
1801,1,20231011051x,2023-10-11,05:14:25,05:14:25
1802,0,20231011051x,2023-10-11,05:14:26,05:14:26
1803,0,20231011051x,2023-10-11,05:14:27,05:14:27
1804,0,20231011051x,2023-10-11,05:14:28,05:14:28
1805,0,20231011051x,2023-10-11,05:14:29,05:14:29
1806,0,20231011051x,2023-10-11,05:14:30,05:14:30
1807,0,20231011051x,2023-10-11,05:14:31,05:14:31
1808,1,20231011051x,2023-10-11,05:14:32,05:14:32
1809,0,20231011051x,2023-10-11,05:14:33,05:14:33
1810,0,20231011051x,2023-10-11,05:14:34,05:14:34
1811,0,20231011051x,2023-10-11,05:14:35,05:14:35
1812,0,20231011051x,2023-10-11,05:14:36,05:14:36
1813,0,20231011051x,2023-10-11,05:14:37,05:14:37
1814,0,20231011051x,2023-10-11,05:14:38,05:14:38
1815,0,20231011051x,2023-10-11,05:14:39,05:14:39
1816,0,20231011051x,2023-10-11,05:14:40,05:14:40
1817,0,20231011051x,2023-10-11,05:14:41,05:14:41
1818,0,20231011051x,2023-10-11,05:14:42,05:14:42
1819,0,20231011051x,2023-10-11,05:14:43,05:14:43
1820,0,20231011051x,2023-10-11,05:14:45,05:14:45
1821,0,20231011051x,2023-10-11,05:14:46,05:14:46
1822,0,20231011051x,2023-10-11,05:14:47,05:14:47
1823,0,20231011051x,2023-10-11,05:14:48,05:14:48
1824,1,20231011051x,2023-10-11,05:14:49,05:14:49
1825,0,20231011051x,2023-10-11,05:14:50,05:14:50
1826,0,20231011051x,2023-10-11,05:14:51,05:14:51
1827,0,20231011051x,2023-10-11,05:14:52,05:14:52
1828,0,20231011051x,2023-10-11,05:14:53,05:14:53
1829,1,20231011051x,2023-10-11,05:14:54,05:14:54
1830,0,20231011051x,2023-10-11,05:14:55,05:14:55
1831,0,20231011051x,2023-10-11,05:14:56,05:14:56
1832,0,20231011051x,2023-10-11,05:14:57,05:14:57
1833,0,20231011051x,2023-10-11,05:14:58,05:14:58
1834,1,20231011051x,2023-10-11,05:14:59,05:14:59
1835,0,20231011051x,2023-10-11,05:15:00,05:15:00
1836,0,20231011051x,2023-10-11,05:15:01,05:15:01
1837,0,20231011051x,2023-10-11,05:15:02,05:15:02
1838,0,20231011051x,2023-10-11,05:15:03,05:15:03
1839,1,20231011051x,2023-10-11,05:15:04,05:15:04
1840,0,20231011051x,2023-10-11,05:15:05,05:15:05
1841,0,20231011051x,2023-10-11,05:15:06,05:15:06
1842,0,20231011051x,2023-10-11,05:15:07,05:15:07
1843,0,20231011051x,2023-10-11,05:15:08,05:15:08
1844,0,20231011051x,2023-10-11,05:15:09,05:15:09
1845,0,20231011051x,2023-10-11,05:15:10,05:15:10
1846,0,20231011051x,2023-10-11,05:15:11,05:15:11
1847,0,20231011051x,2023-10-11,05:15:12,05:15:12
1848,2,20231011051x,2023-10-11,05:15:13,05:15:13
1849,0,20231011051x,2023-10-11,05:15:14,05:15:14
1850,0,20231011051x,2023-10-11,05:15:15,05:15:15
1851,1,20231011051x,2023-10-11,05:15:16,05:15:16
1852,0,20231011051x,2023-10-11,05:15:17,05:15:17
1853,0,20231011051x,2023-10-11,05:15:18,05:15:18
1854,0,20231011051x,2023-10-11,05:15:19,05:15:19
1855,0,20231011051x,2023-10-11,05:15:20,05:15:20
1856,0,20231011051x,2023-10-11,05:15:21,05:15:21
1857,1,20231011051x,2023-10-11,05:15:22,05:15:22
1858,0,20231011051x,2023-10-11,05:15:23,05:15:23
1859,0,20231011051x,2023-10-11,05:15:24,05:15:24
1860,0,20231011051x,2023-10-11,05:15:25,05:15:25
1861,0,20231011051x,2023-10-11,05:15:26,05:15:26
1862,0,20231011051x,2023-10-11,05:15:27,05:15:27
1863,0,20231011051x,2023-10-11,05:15:28,05:15:28
1864,0,20231011051x,2023-10-11,05:15:29,05:15:29
1865,0,20231011051x,2023-10-11,05:15:30,05:15:30
1866,0,20231011051x,2023-10-11,05:15:31,05:15:31
1867,0,20231011051x,2023-10-11,05:15:32,05:15:32
1868,0,20231011051x,2023-10-11,05:15:33,05:15:33
1869,0,20231011051x,2023-10-11,05:15:34,05:15:34
1870,0,20231011051x,2023-10-11,05:15:35,05:15:35
1871,0,20231011051x,2023-10-11,05:15:36,05:15:36
1872,0,20231011051x,2023-10-11,05:15:37,05:15:37
1873,0,20231011051x,2023-10-11,05:15:38,05:15:38
1874,0,20231011051x,2023-10-11,05:15:39,05:15:39
1875,0,20231011051x,2023-10-11,05:15:40,05:15:40
1876,0,20231011051x,2023-10-11,05:15:41,05:15:41
1877,0,20231011051x,2023-10-11,05:15:42,05:15:42
1878,0,20231011051x,2023-10-11,05:15:43,05:15:43
1879,0,20231011051x,2023-10-11,05:15:44,05:15:44
1880,0,20231011051x,2023-10-11,05:15:45,05:15:45
1881,0,20231011051x,2023-10-11,05:15:46,05:15:46
1882,0,20231011051x,2023-10-11,05:15:47,05:15:47
1883,1,20231011051x,2023-10-11,05:15:48,05:15:48
1884,0,20231011051x,2023-10-11,05:15:49,05:15:49
1885,0,20231011051x,2023-10-11,05:15:50,05:15:50
1886,0,20231011051x,2023-10-11,05:15:51,05:15:51
1887,0,20231011051x,2023-10-11,05:15:52,05:15:52
1888,1,20231011051x,2023-10-11,05:15:53,05:15:53
1889,0,20231011051x,2023-10-11,05:15:54,05:15:54
1890,0,20231011051x,2023-10-11,05:15:55,05:15:55
1891,0,20231011051x,2023-10-11,05:15:56,05:15:56
1892,0,20231011051x,2023-10-11,05:15:57,05:15:57
1893,0,20231011051x,2023-10-11,05:15:59,05:15:59
1894,0,20231011051x,2023-10-11,05:16:00,05:16:00
1895,0,20231011051x,2023-10-11,05:16:01,05:16:01
1896,0,20231011051x,2023-10-11,05:16:02,05:16:02
1897,0,20231011051x,2023-10-11,05:16:03,05:16:03
1898,0,20231011051x,2023-10-11,05:16:04,05:16:04
1899,0,20231011051x,2023-10-11,05:16:05,05:16:05
1900,0,20231011051x,2023-10-11,05:16:06,05:16:06
1901,0,20231011051x,2023-10-11,05:16:07,05:16:07
1902,1,20231011051x,2023-10-11,05:16:08,05:16:08
1903,0,20231011051x,2023-10-11,05:16:09,05:16:09
1904,0,20231011051x,2023-10-11,05:16:10,05:16:10
1905,0,20231011051x,2023-10-11,05:16:11,05:16:11
1906,0,20231011051x,2023-10-11,05:16:12,05:16:12
1907,0,20231011051x,2023-10-11,05:16:13,05:16:13
1908,0,20231011051x,2023-10-11,05:16:14,05:16:14
1909,0,20231011051x,2023-10-11,05:16:15,05:16:15
1910,0,20231011051x,2023-10-11,05:16:16,05:16:16
1911,0,20231011051x,2023-10-11,05:16:17,05:16:17
1912,0,20231011051x,2023-10-11,05:16:18,05:16:18
1913,0,20231011051x,2023-10-11,05:16:19,05:16:19
1914,0,20231011051x,2023-10-11,05:16:20,05:16:20
1915,0,20231011051x,2023-10-11,05:16:21,05:16:21
1916,1,20231011051x,2023-10-11,05:16:22,05:16:22
1917,0,20231011051x,2023-10-11,05:16:23,05:16:23
1918,0,20231011051x,2023-10-11,05:16:24,05:16:24
1919,0,20231011051x,2023-10-11,05:16:25,05:16:25
1920,0,20231011051x,2023-10-11,05:16:26,05:16:26
1921,0,20231011051x,2023-10-11,05:16:27,05:16:27
1922,1,20231011051x,2023-10-11,05:16:28,05:16:28
1923,0,20231011051x,2023-10-11,05:16:29,05:16:29
1924,0,20231011051x,2023-10-11,05:16:30,05:16:30
1925,1,20231011051x,2023-10-11,05:16:31,05:16:31
1926,0,20231011051x,2023-10-11,05:16:32,05:16:32
1927,0,20231011051x,2023-10-11,05:16:33,05:16:33
1928,0,20231011051x,2023-10-11,05:16:34,05:16:34
1929,0,20231011051x,2023-10-11,05:16:35,05:16:35
1930,0,20231011051x,2023-10-11,05:16:36,05:16:36
1931,0,20231011051x,2023-10-11,05:16:37,05:16:37
1932,0,20231011051x,2023-10-11,05:16:38,05:16:38
1933,0,20231011051x,2023-10-11,05:16:39,05:16:39
1934,1,20231011051x,2023-10-11,05:16:40,05:16:40
1935,0,20231011051x,2023-10-11,05:16:41,05:16:41
1936,0,20231011051x,2023-10-11,05:16:42,05:16:42
1937,0,20231011051x,2023-10-11,05:16:43,05:16:43
1938,2,20231011051x,2023-10-11,05:16:44,05:16:44
1939,1,20231011051x,2023-10-11,05:16:45,05:16:45
1940,1,20231011051x,2023-10-11,05:16:46,05:16:46
1941,0,20231011051x,2023-10-11,05:16:47,05:16:47
1942,0,20231011051x,2023-10-11,05:16:48,05:16:48
1943,0,20231011051x,2023-10-11,05:16:49,05:16:49
1944,0,20231011051x,2023-10-11,05:16:50,05:16:50
1945,1,20231011051x,2023-10-11,05:16:51,05:16:51
1946,1,20231011051x,2023-10-11,05:16:52,05:16:52
1947,0,20231011051x,2023-10-11,05:16:53,05:16:53
1948,1,20231011051x,2023-10-11,05:16:54,05:16:54
1949,0,20231011051x,2023-10-11,05:16:55,05:16:55
1950,0,20231011051x,2023-10-11,05:16:56,05:16:56
1951,0,20231011051x,2023-10-11,05:16:57,05:16:57
1952,0,20231011051x,2023-10-11,05:16:58,05:16:58
1953,0,20231011051x,2023-10-11,05:16:59,05:16:59
1954,0,20231011051x,2023-10-11,05:17:00,05:17:00
1955,1,20231011051x,2023-10-11,05:17:01,05:17:01
1956,0,20231011051x,2023-10-11,05:17:02,05:17:02
1957,0,20231011051x,2023-10-11,05:17:03,05:17:03
1958,0,20231011051x,2023-10-11,05:17:04,05:17:04
1959,0,20231011051x,2023-10-11,05:17:05,05:17:05
1960,0,20231011051x,2023-10-11,05:17:06,05:17:06
1961,0,20231011051x,2023-10-11,05:17:07,05:17:07
1962,0,20231011051x,2023-10-11,05:17:08,05:17:08
1963,0,20231011051x,2023-10-11,05:17:09,05:17:09
1964,0,20231011051x,2023-10-11,05:17:10,05:17:10
1965,0,20231011051x,2023-10-11,05:17:11,05:17:11
1966,0,20231011051x,2023-10-11,05:17:12,05:17:12
1967,0,20231011051x,2023-10-11,05:17:13,05:17:13
1968,0,20231011051x,2023-10-11,05:17:14,05:17:14
1969,0,20231011051x,2023-10-11,05:17:15,05:17:15
1970,1,20231011051x,2023-10-11,05:17:16,05:17:16
1971,1,20231011051x,2023-10-11,05:17:17,05:17:17
1972,0,20231011051x,2023-10-11,05:17:18,05:17:19
1973,0,20231011051x,2023-10-11,05:17:20,05:17:20
1974,0,20231011051x,2023-10-11,05:17:21,05:17:21
1975,0,20231011051x,2023-10-11,05:17:22,05:17:22
1976,1,20231011051x,2023-10-11,05:17:23,05:17:23
1977,0,20231011051x,2023-10-11,05:17:24,05:17:24
1978,0,20231011051x,2023-10-11,05:17:25,05:17:25
1979,0,20231011051x,2023-10-11,05:17:26,05:17:26
1980,0,20231011051x,2023-10-11,05:17:27,05:17:27
1981,0,20231011051x,2023-10-11,05:17:28,05:17:28
1982,1,20231011051x,2023-10-11,05:17:29,05:17:29
1983,0,20231011051x,2023-10-11,05:17:30,05:17:30
1984,0,20231011051x,2023-10-11,05:17:31,05:17:31
1985,0,20231011051x,2023-10-11,05:17:32,05:17:32
1986,0,20231011051x,2023-10-11,05:17:33,05:17:33
1987,0,20231011051x,2023-10-11,05:17:34,05:17:34
1988,2,20231011051x,2023-10-11,05:17:35,05:17:35
1989,1,20231011051x,2023-10-11,05:17:36,05:17:36
1990,0,20231011051x,2023-10-11,05:17:37,05:17:37
1991,0,20231011051x,2023-10-11,05:17:38,05:17:38
1992,0,20231011051x,2023-10-11,05:17:39,05:17:39
1993,0,20231011051x,2023-10-11,05:17:40,05:17:40
1994,0,20231011051x,2023-10-11,05:17:41,05:17:41
1995,0,20231011051x,2023-10-11,05:17:42,05:17:42
1996,0,20231011051x,2023-10-11,05:17:43,05:17:43
1997,0,20231011051x,2023-10-11,05:17:44,05:17:44
1998,0,20231011051x,2023-10-11,05:17:45,05:17:45
1999,1,20231011051x,2023-10-11,05:17:46,05:17:46
2000,0,20231011051x,2023-10-11,05:17:47,05:17:47
2001,0,20231011051x,2023-10-11,05:17:48,05:17:48
2002,0,20231011051x,2023-10-11,05:17:49,05:17:49
2003,1,20231011051x,2023-10-11,05:17:50,05:17:50
2004,0,20231011051x,2023-10-11,05:17:51,05:17:51
2005,0,20231011051x,2023-10-11,05:17:52,05:17:52
2006,0,20231011051x,2023-10-11,05:17:53,05:17:53
2007,1,20231011051x,2023-10-11,05:17:54,05:17:54
2008,1,20231011051x,2023-10-11,05:17:55,05:17:55
2009,1,20231011051x,2023-10-11,05:17:56,05:17:56
2010,0,20231011051x,2023-10-11,05:17:57,05:17:57
2011,0,20231011051x,2023-10-11,05:17:58,05:17:58
2012,0,20231011051x,2023-10-11,05:17:59,05:17:59
2013,0,20231011051x,2023-10-11,05:18:00,05:18:00
2014,1,20231011051x,2023-10-11,05:18:01,05:18:01
2015,0,20231011051x,2023-10-11,05:18:02,05:18:02
2016,0,20231011051x,2023-10-11,05:18:03,05:18:03
2017,0,20231011051x,2023-10-11,05:18:04,05:18:04
2018,0,20231011051x,2023-10-11,05:18:05,05:18:05
2019,0,20231011051x,2023-10-11,05:18:06,05:18:06
2020,1,20231011051x,2023-10-11,05:18:07,05:18:07
2021,0,20231011051x,2023-10-11,05:18:08,05:18:08
2022,1,20231011051x,2023-10-11,05:18:09,05:18:09
2023,0,20231011051x,2023-10-11,05:18:10,05:18:10
2024,0,20231011051x,2023-10-11,05:18:11,05:18:11
2025,0,20231011051x,2023-10-11,05:18:12,05:18:12
2026,0,20231011051x,2023-10-11,05:18:13,05:18:13
2027,0,20231011051x,2023-10-11,05:18:14,05:18:14
2028,0,20231011051x,2023-10-11,05:18:15,05:18:15
2029,0,20231011051x,2023-10-11,05:18:16,05:18:16
2030,0,20231011051x,2023-10-11,05:18:17,05:18:17
2031,0,20231011051x,2023-10-11,05:18:18,05:18:18
2032,0,20231011051x,2023-10-11,05:18:19,05:18:19
2033,1,20231011051x,2023-10-11,05:18:20,05:18:20
2034,0,20231011051x,2023-10-11,05:18:21,05:18:21
2035,0,20231011051x,2023-10-11,05:18:22,05:18:22
2036,0,20231011051x,2023-10-11,05:18:23,05:18:23
2037,0,20231011051x,2023-10-11,05:18:24,05:18:24
2038,0,20231011051x,2023-10-11,05:18:25,05:18:25
2039,0,20231011051x,2023-10-11,05:18:26,05:18:26
2040,0,20231011051x,2023-10-11,05:18:27,05:18:27
2041,0,20231011051x,2023-10-11,05:18:28,05:18:28
2042,1,20231011051x,2023-10-11,05:18:29,05:18:29
2043,0,20231011051x,2023-10-11,05:18:30,05:18:30
2044,0,20231011051x,2023-10-11,05:18:31,05:18:31
2045,0,20231011051x,2023-10-11,05:18:32,05:18:32
2046,0,20231011051x,2023-10-11,05:18:33,05:18:33
2047,0,20231011051x,2023-10-11,05:18:34,05:18:34
2048,0,20231011051x,2023-10-11,05:18:35,05:18:35
2049,0,20231011051x,2023-10-11,05:18:36,05:18:36
2050,0,20231011051x,2023-10-11,05:18:37,05:18:37
2051,0,20231011051x,2023-10-11,05:18:38,05:18:38
2052,0,20231011051x,2023-10-11,05:18:39,05:18:39
2053,0,20231011051x,2023-10-11,05:18:40,05:18:40
2054,1,20231011051x,2023-10-11,05:18:42,05:18:42
2055,0,20231011051x,2023-10-11,05:18:43,05:18:43
2056,0,20231011051x,2023-10-11,05:18:44,05:18:44
2057,0,20231011051x,2023-10-11,05:18:45,05:18:45
2058,0,20231011051x,2023-10-11,05:18:46,05:18:46
2059,0,20231011051x,2023-10-11,05:18:47,05:18:47
2060,0,20231011051x,2023-10-11,05:18:48,05:18:48
2061,0,20231011051x,2023-10-11,05:18:49,05:18:49
2062,0,20231011051x,2023-10-11,05:18:50,05:18:50
2063,0,20231011051x,2023-10-11,05:18:51,05:18:51
2064,0,20231011051x,2023-10-11,05:18:52,05:18:52
2065,0,20231011051x,2023-10-11,05:18:53,05:18:53
2066,0,20231011051x,2023-10-11,05:18:54,05:18:54
2067,1,20231011051x,2023-10-11,05:18:55,05:18:55
2068,0,20231011051x,2023-10-11,05:18:56,05:18:56
2069,0,20231011051x,2023-10-11,05:18:57,05:18:57
2070,0,20231011051x,2023-10-11,05:18:58,05:18:58
2071,1,20231011051x,2023-10-11,05:18:59,05:18:59
2072,0,20231011051x,2023-10-11,05:19:00,05:19:00
2073,0,20231011051x,2023-10-11,05:19:01,05:19:01
2074,0,20231011051x,2023-10-11,05:19:02,05:19:02
2075,1,20231011051x,2023-10-11,05:19:03,05:19:03
2076,0,20231011051x,2023-10-11,05:19:04,05:19:04
2077,2,20231011051x,2023-10-11,05:19:05,05:19:05
2078,0,20231011051x,2023-10-11,05:19:06,05:19:06
2079,0,20231011051x,2023-10-11,05:19:07,05:19:07
2080,0,20231011051x,2023-10-11,05:19:08,05:19:08
2081,0,20231011051x,2023-10-11,05:19:09,05:19:09
2082,0,20231011051x,2023-10-11,05:19:10,05:19:10
2083,1,20231011051x,2023-10-11,05:19:11,05:19:11
2084,0,20231011051x,2023-10-11,05:19:12,05:19:12
2085,0,20231011051x,2023-10-11,05:19:13,05:19:13
2086,0,20231011051x,2023-10-11,05:19:14,05:19:14
2087,0,20231011051x,2023-10-11,05:19:15,05:19:15
2088,0,20231011051x,2023-10-11,05:19:16,05:19:16
2089,1,20231011051x,2023-10-11,05:19:17,05:19:17
2090,0,20231011051x,2023-10-11,05:19:18,05:19:18
2091,0,20231011051x,2023-10-11,05:19:19,05:19:19
2092,1,20231011051x,2023-10-11,05:19:20,05:19:20
2093,0,20231011051x,2023-10-11,05:19:21,05:19:21
2094,0,20231011051x,2023-10-11,05:19:22,05:19:22
2095,0,20231011051x,2023-10-11,05:19:23,05:19:23
2096,0,20231011051x,2023-10-11,05:19:24,05:19:24
2097,0,20231011051x,2023-10-11,05:19:25,05:19:25
2098,0,20231011051x,2023-10-11,05:19:26,05:19:26
2099,0,20231011051x,2023-10-11,05:19:27,05:19:27
2100,0,20231011051x,2023-10-11,05:19:28,05:19:28
2101,1,20231011051x,2023-10-11,05:19:29,05:19:29
2102,0,20231011051x,2023-10-11,05:19:30,05:19:30
2103,0,20231011051x,2023-10-11,05:19:31,05:19:31
2104,0,20231011051x,2023-10-11,05:19:32,05:19:32
2105,0,20231011051x,2023-10-11,05:19:33,05:19:33
2106,0,20231011051x,2023-10-11,05:19:34,05:19:34
2107,0,20231011051x,2023-10-11,05:19:35,05:19:35
2108,0,20231011051x,2023-10-11,05:19:36,05:19:36
2109,0,20231011051x,2023-10-11,05:19:37,05:19:37
2110,1,20231011051x,2023-10-11,05:19:38,05:19:38
2111,0,20231011051x,2023-10-11,05:19:39,05:19:39
2112,0,20231011051x,2023-10-11,05:19:40,05:19:40
2113,0,20231011051x,2023-10-11,05:19:41,05:19:41
2114,0,20231011051x,2023-10-11,05:19:42,05:19:42
2115,0,20231011051x,2023-10-11,05:19:43,05:19:43
2116,0,20231011051x,2023-10-11,05:19:44,05:19:44
2117,0,20231011051x,2023-10-11,05:19:45,05:19:45
2118,0,20231011051x,2023-10-11,05:19:46,05:19:46
2119,0,20231011051x,2023-10-11,05:19:47,05:19:47
2120,0,20231011051x,2023-10-11,05:19:48,05:19:48
2121,0,20231011051x,2023-10-11,05:19:49,05:19:49
2122,0,20231011051x,2023-10-11,05:19:50,05:19:50
2123,1,20231011051x,2023-10-11,05:19:51,05:19:51
2124,0,20231011051x,2023-10-11,05:19:52,05:19:52
2125,0,20231011051x,2023-10-11,05:19:53,05:19:53
2126,0,20231011051x,2023-10-11,05:19:54,05:19:54
2127,0,20231011051x,2023-10-11,05:19:55,05:19:55
2128,0,20231011051x,2023-10-11,05:19:56,05:19:56
2129,0,20231011051x,2023-10-11,05:19:57,05:19:57
2130,0,20231011051x,2023-10-11,05:19:58,05:19:58
2131,2,20231011051x,2023-10-11,05:19:59,05:19:59
2132,0,20231011052x,2023-10-11,05:20:00,05:20:00
2133,0,20231011052x,2023-10-11,05:20:01,05:20:01
2134,0,20231011052x,2023-10-11,05:20:02,05:20:02
2135,0,20231011052x,2023-10-11,05:20:03,05:20:03
2136,0,20231011052x,2023-10-11,05:20:04,05:20:04
2137,0,20231011052x,2023-10-11,05:20:05,05:20:05
2138,0,20231011052x,2023-10-11,05:20:07,05:20:07
2139,0,20231011052x,2023-10-11,05:20:08,05:20:08
2140,0,20231011052x,2023-10-11,05:20:09,05:20:09
2141,1,20231011052x,2023-10-11,05:20:10,05:20:10
2142,0,20231011052x,2023-10-11,05:20:11,05:20:11
2143,0,20231011052x,2023-10-11,05:20:12,05:20:12
2144,1,20231011052x,2023-10-11,05:20:13,05:20:13
2145,0,20231011052x,2023-10-11,05:20:14,05:20:14
2146,0,20231011052x,2023-10-11,05:20:15,05:20:15
